Categoria;Tipologia;Codice;Descrizione1;Descrizione2;DescrizioneLungaHtml;Marca;Giacenza;UrlImgBig;Prezzo;Aliquota;CampoVuoto1;Peso
"PEN DRIVE USB";"Pen Drive USB";"47418";"PEN DRIVE USB VERBATIM MICRO 4GB GREEN";"Capacità: 4 GB  Funzione di protezione dei dati: Si  Interfaccia: USB 2.0  Velocità Lettura: 10 Mb/s  Velocità Scrittura: 4 Mb/s  GREEN";"<p>L'unit&agrave; Micro USB Flash Drive &egrave; leggera e compatta. Con un peso di 1,2 ge uno spessore di 2,35 mm, &egrave; piccola Nelle dimensioni ma non Nella capacit&agrave;. Disponibile con Capacit&agrave; da 2 GB e 16 GB, &egrave; versatile e facile da Usare. &Egrave; Sufficiente trascinare file e cartelle. <br><br>Informazioni importanti: <br>L'unit&agrave; USB Micro DEVE Essere inserita Nella porta USB standard, ma, poich&egrave; dotata di tecnologia di chip a bordo, DEVE Essere inserita faccia in su. Se inserita in modo non appropriato &quot;L'Unit&agrave;&quot; non Verr&agrave; riconosciuta. <br><br>Garanzia limitata di 2 anni Verbatim. <br><br>Capacit&agrave;: 4 GB <br>Dimensioni: 30 (L) x 2 (A) x 12 (P) mm <br>Velocit&agrave; di lettura minima: 10 MB / sec <br>Velocit&agrave; di scrittura minima: 4 MB / sec <br><br>Design compatto e conveniente. <br>Cordoncino in dotazione con l'unit&agrave; Micro USB. <br>Software gratuito di Protezione con password. <br>Garanzia limitata di 2 anni Verbatim. <br><br><br>Connessione USB 2.0 / USB 1.1 <br>Windows 2000/XP/Vista <br>Mac OS 9.x / 10.1 o versioni successive <br>Linux 2.4.0 o versioni successive <br><br>L'unit&agrave; &egrave; certificata per Windows Vista. <br>Software compatibile con Windows 2000 / XP / Vista. <br><br><br>Peso: 1,2 g <br>Dimensioni: 30 (L) x 2 (A) x 12 (P) mm <br>Velocit&agrave; di lettura minima: 10 MB/sec <br>Velocit&agrave; di scrittura minima: 4 MB/sec</p>";"VERBATIM";"0";"http://www.entropic.it/Public/foto/micro_pendrive_verbatim_4gb_storengo.jpg";"8,50";"21";"";"0,5"
"PEN DRIVE USB";"Pen Drive USB";"47419";"PEN DRIVE USB VERBATIM MICRO 4GB PINK";"Capacità: 4 GB  Funzione di protezione dei dati: Si  Interfaccia: USB 2.0  Velocità Lettura: 10 Mb/s  Velocità Scrittura: 4 Mb/s  PINK";"<p>L'unit&agrave; Micro USB Flash Drive &egrave; leggera e compatta. Con un peso di 1,2 ge uno spessore di 2,35 mm, &egrave; piccola Nelle dimensioni ma non Nella capacit&agrave;. Disponibile con Capacit&agrave; da 2 GB e 16 GB, &egrave; versatile e facile da Usare. &Egrave; Sufficiente trascinare file e cartelle. <br><br>Informazioni importanti: <br>L'unit&agrave; USB Micro DEVE Essere inserita Nella porta USB standard, ma, poich&egrave; dotata di tecnologia di chip a bordo, DEVE Essere inserita faccia in su. Se inserita in modo non appropriato &quot;L'Unit&agrave;&quot; non Verr&agrave; riconosciuta. <br><br>Garanzia limitata di 2 anni Verbatim. <br><br>Capacit&agrave;: 4 GB <br>Dimensioni: 30 (L) x 2 (A) x 12 (P) mm <br>Velocit&agrave; di lettura minima: 10 MB / sec <br>Velocit&agrave; di scrittura minima: 4 MB / sec <br><br>Design compatto e conveniente. <br>Cordoncino in dotazione con l'unit&agrave; Micro USB. <br>Software gratuito di Protezione con password. <br>Garanzia limitata di 2 anni Verbatim. <br><br><br>Connessione USB 2.0 / USB 1.1 <br>Windows 2000/XP/Vista <br>Mac OS 9.x / 10.1 o versioni successive <br>Linux 2.4.0 o versioni successive <br><br>L'unit&agrave; &egrave; certificata per Windows Vista. <br>Software compatibile con Windows 2000 / XP / Vista. <br><br><br>Peso: 1,2 g <br>Dimensioni: 30 (L) x 2 (A) x 12 (P) mm <br>Velocit&agrave; di lettura minima: 10 MB/sec <br>Velocit&agrave; di scrittura minima: 4 MB/sec</p>";"VERBATIM";"0";"http://www.entropic.it/Public/foto/micro_pendrive_verbatim_4gb_storengo.jpg";"8,50";"21";"";"0,5"
"PEN DRIVE USB";"Pen Drive USB";"47420";"PEN DRIVE USB VERBATIM MICRO 4GB BLU";"Capacità: 4 GB  Funzione di protezione dei dati: Si  Interfaccia: USB 2.0  Velocità Lettura: 10 Mb/s  Velocità Scrittura: 4 Mb/s  BLU";"<p>L'unit&agrave; Micro USB Flash Drive &egrave; leggera e compatta. Con un peso di 1,2 ge uno spessore di 2,35 mm, &egrave; piccola Nelle dimensioni ma non Nella capacit&agrave;. Disponibile con Capacit&agrave; da 2 GB e 16 GB, &egrave; versatile e facile da Usare. &Egrave; Sufficiente trascinare file e cartelle. <br><br>Informazioni importanti: <br>L'unit&agrave; USB Micro DEVE Essere inserita Nella porta USB standard, ma, poich&egrave; dotata di tecnologia di chip a bordo, DEVE Essere inserita faccia in su. Se inserita in modo non appropriato &quot;L'Unit&agrave;&quot; non Verr&agrave; riconosciuta. <br><br>Garanzia limitata di 2 anni Verbatim. <br><br>Capacit&agrave;: 4 GB <br>Dimensioni: 30 (L) x 2 (A) x 12 (P) mm <br>Velocit&agrave; di lettura minima: 10 MB / sec <br>Velocit&agrave; di scrittura minima: 4 MB / sec <br><br>Design compatto e conveniente. <br>Cordoncino in dotazione con l'unit&agrave; Micro USB. <br>Software gratuito di Protezione con password. <br>Garanzia limitata di 2 anni Verbatim. <br><br><br>Connessione USB 2.0 / USB 1.1 <br>Windows 2000/XP/Vista <br>Mac OS 9.x / 10.1 o versioni successive <br>Linux 2.4.0 o versioni successive <br><br>L'unit&agrave; &egrave; certificata per Windows Vista. <br>Software compatibile con Windows 2000 / XP / Vista. <br><br><br>Peso: 1,2 g <br>Dimensioni: 30 (L) x 2 (A) x 12 (P) mm <br>Velocit&agrave; di lettura minima: 10 MB/sec <br>Velocit&agrave; di scrittura minima: 4 MB/sec</p>";"VERBATIM";"0";"http://www.entropic.it/Public/foto/micro_pendrive_verbatim_4gb_storengo.jpg";"8,50";"21";"";"0,5"
"PEN DRIVE USB";"Pen Drive USB";"47421";"PEN DRIVE USB VERBATIM MICRO 4GB ARANCIONE";"Capacità: 4 GB  Funzione di protezione dei dati: Si  Interfaccia: USB 2.0  Velocità Lettura: 10 Mb/s  Velocità Scrittura: 4 Mb/s  Colore primario: ARANCIONE";"<p>L'unit&agrave; Micro USB Flash Drive &egrave; leggera e compatta. Con un peso di 1,2 ge uno spessore di 2,35 mm, &egrave; piccola Nelle dimensioni ma non Nella capacit&agrave;. Disponibile con Capacit&agrave; da 2 GB e 16 GB, &egrave; versatile e facile da Usare. &Egrave; Sufficiente trascinare file e cartelle. <br><br>Informazioni importanti: <br>L'unit&agrave; USB Micro DEVE Essere inserita Nella porta USB standard, ma, poich&egrave; dotata di tecnologia di chip a bordo, DEVE Essere inserita faccia in su. Se inserita in modo non appropriato &quot;L'Unit&agrave;&quot; non Verr&agrave; riconosciuta. <br><br>Garanzia limitata di 2 anni Verbatim. <br><br>Capacit&agrave;: 4 GB <br>Dimensioni: 30 (L) x 2 (A) x 12 (P) mm <br>Velocit&agrave; di lettura minima: 10 MB / sec <br>Velocit&agrave; di scrittura minima: 4 MB / sec <br><br>Design compatto e conveniente. <br>Cordoncino in dotazione con l'unit&agrave; Micro USB. <br>Software gratuito di Protezione con password. <br>Garanzia limitata di 2 anni Verbatim. <br><br><br>Connessione USB 2.0 / USB 1.1 <br>Windows 2000/XP/Vista <br>Mac OS 9.x / 10.1 o versioni successive <br>Linux 2.4.0 o versioni successive <br><br>L'unit&agrave; &egrave; certificata per Windows Vista. <br>Software compatibile con Windows 2000 / XP / Vista. <br><br><br>Peso: 1,2 g <br>Dimensioni: 30 (L) x 2 (A) x 12 (P) mm <br>Velocit&agrave; di lettura minima: 10 MB/sec <br>Velocit&agrave; di scrittura minima: 4 MB/sec</p>";"VERBATIM";"0";"http://www.entropic.it/Public/foto/micro_pendrive_verbatim_4gb_storengo.jpg";"8,50";"21";"";"0,5"
"PEN DRIVE USB";"Pen Drive USB";"49061";"PEN DRIVE USB VERBATIM PIN STRIPE 4GB BLACK";"Capacità: 4 GB  Funzione di protezione dei dati: Si  Interfaccia: USB 2.0  Velocità Lettura: 10 Mb/s  Velocità Scrittura: 4 Mb/s  Colore primario: Nero";"<p>USB Store 'n' Go Gessato Nero da 4 GB <br>Le porte USB si trovano Ormai su quasi tutti i computer, Inoltre Stanno cominciando uno Essere montate anche All'interno degli autoveicoli, su lettori DVD e multimediali, televisori, cornici digitali e molti altri supporti: si possono dunque considerare un accessorio essenziale. <br><br>N Le unit&agrave; USB Store 'n' Go Pinstripe di Verbatim sono dotate di una Funzionalit&agrave; di rilascio Che Protegge il connettore USB Quando non Vengono UTILIZZATE, senza la Necessit&agrave; di un cappuccio separato Che Spesso Viene perso. Ogni unit&agrave; USB Pinstripe includono anche un software EASY T (in prova) per la Protezione della password. <br><br>Leggere, dal design accattivante Rigato, disponibili in una Vasta gamma di colori Capacit&agrave; e *, le unit&agrave; USB Pinstripe sono La Soluzione di storage ideale per Qualsiasi tipo di utente. <br><br>* Disponibili in Capacit&agrave; da 2 a GB 32 (solo nero) e in cinque colori metallizzati vibranti: Giallo Limone, Eucalipto Verde, Rosa Intenso, mare blu e arancio vulcanico (tutti con Capacit&agrave; da 4 GB). <br><br><br>Capacit&agrave;: 4 GB <br>Velocit&agrave; di lettura minima: 10 MB / sec <br>Velocit&agrave; di scrittura minima: 4 MB / sec <br><br>Funzionalit&agrave; di rilascio, <br>Software di protezione della password EasyLockT di prova incluso, <br>Assistenza telefonica gratuita, <br>Garanzia limitata di 2 anni Verbatim. <br><br>Windows 2000, XP, Vista, 7 Release Candidate <br>Mac OS 9 o superiore, Linux 2.4.0 o superiore. <br><br>Peso prodotto: 7,9 grammi <br>Dimensioni prodotto: 54 x 21 x 9,22 mm ( L x L x A) <br>Velocit&agrave; di lettura minima: 10 MB/sec <br>Velocit&agrave; di scrittura minima: 4 MB/sec <br>Contenuto della confezione: <br>Memoria USB <br><br>Pi&ugrave; ecologico, meno plastica. <br>La confezione Contiene il 90% in meno di plastica Rispetto alle confezioni precedenti. <br><br><br>GENERALE CAPACIT&Agrave;: 4 GB<br>INTERFACCIA: USB 2.0 <br>VELOCIT&Agrave; SCRITTURA: 4 Mb/s<br>COLORE SECONDARIO: Nero   FUNZIONE DI PROTEZIONE DEI DATI: S&igrave; <br>VELOCIT&Agrave; LETTURA: 10 Mb/s<br>COLORE PRIMARIO: Nero  <br>COMPATIBILIT&Agrave; WINDOWS VISTA: S&igrave;   MAC: S&igrave;</p>";"VERBATIM";"50";"http://www.entropic.it/Public/foto/PEN_DRIVE_VERMATIM_STONENGO_4GB_49061_1.jpg";"4,30";"21";"";"0,5"
"PEN DRIVE USB";"Pen Drive USB";"49063";"PEN DRIVE USB VERBATIM PIN STRIPE 16GB BLACK";"Capacità: 16 GB  Funzione di protezione dei dati: Si  Interfaccia: USB 2.0  Velocità Lettura: 10 Mb/s  Velocità Scrittura: 4 Mb/s  Colore primario: Nero";"<p>USB Store 'n' Go Gessato Nero da 16 GB <br>Le porte USB si trovano Ormai su quasi tutti i computer, Inoltre Stanno cominciando uno Essere montate anche All'interno degli autoveicoli, su lettori DVD e multimediali, televisori, cornici digitali e molti altri supporti: si possono dunque considerare un accessorio essenziale. <br><br>N Le unit&agrave; USB Store 'n' Go Pinstripe di Verbatim sono dotate di una Funzionalit&agrave; di rilascio Che Protegge il connettore USB Quando non Vengono UTILIZZATE, senza la Necessit&agrave; di un cappuccio separato Che Spesso Viene perso. Ogni unit&agrave; USB Pinstripe includono anche un software EASY T (in prova) per la Protezione della password. <br><br>Leggere, dal design accattivante Rigato, disponibili in una Vasta gamma di colori Capacit&agrave; e *, le unit&agrave; USB Pinstripe sono La Soluzione di storage ideale per Qualsiasi tipo di utente. <br><br>* Disponibili in Capacit&agrave; da 2 a GB 32 (solo nero) e in cinque colori metallizzati vibranti: Giallo Limone, Eucalipto Verde, Rosa Intenso, mare blu e arancio vulcanico (tutti con Capacit&agrave; da 4 GB). <br><br><br>Capacit&agrave;: 16 GB <br>Velocit&agrave; di lettura minima: 10 MB / sec <br>Velocit&agrave; di scrittura minima: 4 MB / sec <br><br><br>Funzionalit&agrave; di rilascio, <br>Software di protezione della password EasyLockT di prova incluso, <br>Assistenza telefonica gratuita, <br>Garanzia limitata di 2 anni Verbatim. <br><br><br>Windows 2000, XP, Vista, 7 Release Candidate <br>Mac OS 9 o superiore, Linux 2.4.0 o superiore. <br><br>Peso prodotto: 7,9 grammi <br>Dimensioni prodotto: 54 x 21 x 9,22 mm ( L x L x A) <br>Velocit&agrave; di lettura minima: 10 MB/sec <br>Velocit&agrave; di scrittura minima: 4 MB/sec <br>Contenuto della confezione: <br>Memoria USB <br><br><br>Pi&ugrave; ecologico, meno plastica. <br>La confezione Contiene il 90% in meno di plastica Rispetto alle confezioni precedenti.</p>";"VERBATIM";"1";"http://www.entropic.it/Public/foto/49063_USB_Drive_Classic_16GB_1.jpg";"13,30";"21";"";"0,8"
"PEN DRIVE USB";"Pen Shaped USB Drive";"DPB-005-4GB";"PEN SHAPED USB DRIVE 4GB DPB-005-4GB";"*** NOVITA'*** Pen Shaped Usb Drive DA 4GB";"<p>Novit&agrave; ... da oggi acquistando questa magnifica penna, avrai sempre con te anche una pen drive flash da 4GB incorporata in questa magnifica penna.<br>Elegante nel suo stile e confortevole a usarla.<br><br><br>                                    Caratteristiche Tecniche<br><br>Capacit&agrave;: 4GB <br>Connessione USB: Plug & Play / Supporta hot swap <br>Interfaccia USB: Hi-Speed USB 2.0 <br>Durata dei dati: Fino a 10 anni <br>Protezione da scrittura Switch: Nessuno <br>Protezione dei dati e Encryption: Optional <br>Built-in LED Indicator: lampeggia quando il disco &egrave; in lettura o in scrittura di dati <br>FLASD Tipo: NAND Flash <br>Operating Current: &lt;110mA <br>Suspend Current: &lt;70mA <br>Velocit&agrave; di lettura: 8Mb / s (a seconda delle configurazioni) <br>Velocit&agrave; di scrittura: 7MB / S (a seconda delle configurazioni)<br> <br>Ambient Temp: -10 ? ~ 55 ? <br>Storage Temp:-20?~+55? <br>Umidit&agrave; Operazione relativa: 20% ~ 90% (40 ?) <br>Storage Umidit&agrave; relativa: 20% ~ 93% (40 ?) <br>Dimensioni (LxP / xH): 140*18mm<br>Peso: 50g <br>Conformit&agrave; EMI: FCC \ CE \ ROHS<br><br><br>Requisiti di sistema <br><br>Compatibilit&agrave; : PC e / o Macintosh con porta USB <br>Sistema operativo: Windows 98/SE/ME/2000/XP, Mac OS 9.2 o superiore <br>Driversi: Richiesto solo per Windows 98/SE</p>";"OEM";"27";"http://www.entropic.it/Public/foto/penna_flash_usb-dpb-005_4gb.jpg";"15,00";"21";"";"1,5"
"PEN DRIVE USB";"Pen Shaped USB Drive";"DPB-009-4GB";"PEN SHAPED USB DRIVE 4GB DPB-009-4GB";"*** NOVITA'*** Pen Shaped Usb Drive DA 4GB";"<p>Novit&agrave; ... da oggi acquistando questa magnifica penna, avrai sempre con te anche una pen drive flash da 4GB incorporata in questa magnifica penna.<br>Elegante nel suo stile e confortevole a usarla.<br><br><br>                                    Caratteristiche Tecniche<br><br>Capacit&agrave;: 4GB <br>Connessione USB: Plug & Play / Supporta hot swap <br>Interfaccia USB: Hi-Speed USB 2.0 <br>Durata dei dati: Fino a 10 anni <br>Protezione da scrittura Switch: Nessuno <br>Protezione dei dati e Encryption: Optional <br>Built-in LED Indicator: lampeggia quando il disco &egrave; in lettura o in scrittura di dati <br>FLASD Tipo: NAND Flash <br>Operating Current: &lt;110mA <br>Suspend Current: &lt;70mA <br>Velocit&agrave; di lettura: 8Mb / s (a seconda delle configurazioni) <br>Velocit&agrave; di scrittura: 7MB / S (a seconda delle configurazioni)<br> <br>Ambient Temp: -10 ? ~ 55 ? <br>Storage Temp:-20?~+55? <br>Umidit&agrave; Operazione relativa: 20% ~ 90% (40 ?) <br>Storage Umidit&agrave; relativa: 20% ~ 93% (40 ?) <br>Dimensioni (LxP / xH): 139*19mm<br>Peso: 55g <br>Conformit&agrave; EMI: FCC \ CE \ ROHS<br><br><br>Requisiti di sistema <br><br>Compatibilit&agrave; : PC e / o Macintosh con porta USB <br>Sistema operativo: Windows 98/SE/ME/2000/XP, Mac OS 9.2 o superiore <br>Driversi: Richiesto solo per Windows 98/SE</p>";"OEM";"10";"http://www.entropic.it/Public/foto/flash_pen_usb_dpb-009-4gb.jpg";"15,00";"21";"";"1,5"
"PEN DRIVE USB";"Pen Shaped USB Drive";"DPB-009-8GB";"PEN SHAPED USB DRIVE 8GB DPB-009-8GB";"*** NOVITA'*** Pen Shaped Usb Drive DA 8GB";"<p>Novit&agrave; ... da oggi acquistando questa magnifica penna, avrai sempre con te anche una pen drive flash da 8GB incorporata in questa magnifica penna.<br>Elegante nel suo stile e confortevole a usarla.<br><br><br>                                    Caratteristiche Tecniche<br><br>Capacit&agrave;: 8GB <br>Connessione USB: Plug & Play / Supporta hot swap <br>Interfaccia USB: Hi-Speed USB 2.0 <br>Durata dei dati: Fino a 10 anni <br>Protezione da scrittura Switch: Nessuno <br>Protezione dei dati e Encryption: Optional <br>Built-in LED Indicator: lampeggia quando il disco &egrave; in lettura o in scrittura di dati <br>FLASD Tipo: NAND Flash <br>Operating Current: &lt;110mA <br>Suspend Current: &lt;70mA <br>Velocit&agrave; di lettura: 8Mb / s (a seconda delle configurazioni) <br>Velocit&agrave; di scrittura: 7MB / S (a seconda delle configurazioni)<br> <br>Ambient Temp: -10 ? ~ 55 ? <br>Storage Temp:-20?~+55? <br>Umidit&agrave; Operazione relativa: 20% ~ 90% (40 ?) <br>Storage Umidit&agrave; relativa: 20% ~ 93% (40 ?) <br>Dimensioni (LxP / xH): 139*19mm<br>Peso: 55g <br>Conformit&agrave; EMI: FCC \ CE \ ROHS<br><br><br>Requisiti di sistema <br><br>Compatibilit&agrave; : PC e / o Macintosh con porta USB <br>Sistema operativo: Windows 98/SE/ME/2000/XP, Mac OS 9.2 o superiore <br>Driversi: Richiesto solo per Windows 98/SE</p>";"OEM";"17";"http://www.entropic.it/Public/foto/flash_pen_usb_dpb-009-8gb.jpg";"25,50";"21";"";"1,5"
"Servizi";"";"ASS01";"TEST ED ASSEMBLAGGIO SU PC NUOVI";"Montaggio del PC come da configurazione scelta, con TEST con PHD (scheda per testare errori eventuali della componentistica hardware), con installazione TEST di un sistema operativo,demo.";"<p>Montaggio del PC come da configurazione scelta, con TEST con PHD (scheda per testare errori eventuali della componentistica hardware), con installazione TEST di un sistema operativo,demo.</p>";"OEM";"669";"http://www.entropic.it/Public/foto/test ed assemblaggio pc.jpg";"22,50";"21";"";"0"
"CASE PER PC";"Case PC";"6232-A2";"CASE ATX CODEGEN 6232L-A2 580W 20/24pin SATA ALLUMINIO RAME SILVER/BLACK";"Nuova linea CODEGEN con frontale in Alluminio Alimentatore 580W Silent 12cm fan 20/24 pin SATA, V.2.03, Connettore PCI Express (6 pin) Porte USB, Audio e Mic Frontale Alto.";"<p>MODELLO CODEGEN 6232-A2 <br><br>Particolarit&agrave;:  la maschera frontale &egrave; in parte di vero alluminio, contasti<br>di accensione e reset a tecnologia switch.<br>Comodo con le porte USB frontali poste in alto.<br><br>Alimentatore 580W 12cm fan 20/24 pin SATA <br>Schede Madri supportate : Micro ATX , Extended ATX fino a 12 X 9,6 pollici (30,48 X 24cm)+ P4 Ready <br>Dimensioni: 480 x 180 x 424mm (DWH) <br>Allogiamenti periferiche esterni : 3 da 5,25 e 1 da 3,5 <br>Allogiamenti periferiche interni : 6 da 3,5 <br>Alloggiamenti ventole opzionali : frontale da 8cm-9.2cm, posteriore da 8cm-9.2cm <br>Tutti i bordi sono smussati per la sicurezza.</p>";"CODEGEN";"0";"http://www.entropic.it/Public/foto/case_codegen_6232_a2.jpg";"33,90";"21";"";"10"
"CASE PER PC";"Case PC";"AIR DUCT";"DISSIPATORE AIR DUCT PER CPU-CABINET";"";"<p>AIR DUCT<br>Dissipatore per processori<br>Colore Black</p>";"COLORS";"17";"http://www.entropic.it/Public/foto/airduct.jpg";"2,50";"21";"";"0,5"
"CASE PER PC";"Case PC";"CS-2033B";"CASE ATX KEYTECK CS-2033B 500W Intel® Core 2 Duo Ready SATA CONNECTOR";"Midi-tower ATX per Pentium 4 e Intel® CoreT2 Duo ready.";"<p>Midi-tower ATX per Pentium 4 e Intel® CoreT2 Duo ready.<br><br>-USB2.0 x 2 , I/O Panel MIC x 1 , SPK x 1;<br>-Ventola supplementare da 80x80x25mm Ball Bearing permete un flusso d'aria elevato;<br>-Materiali: metallo zincato (S.E.C.C.);<br>-Condotto raffreddamento per CPU (Air Duct);<br>-Griglia raffreddamento per schede PCI Express;<br>-Alimentatore 500W , 20+4PIN , PCI Express connector, SATA connector + Silent Fan da 120mm Ball Bearing;<br>-Misure: 390x190x416mm(LxWxH);<br>-Main bard : ATX/MICRO ATX;<br>- 4 Porte per CD-ROM;</p>";"KEYTECK";"0";"http://www.entropic.it/Public/foto/case keyteck cs-2033.jpg";"30,62";"21";"";"6"
"CASE PER PC";"Case PC";"RC-343-KKN1";"CASE COOLER MASTER ELITE 343 MICRO-ATX BLACK NO ALIMENTATORE CMRC343KKN1";"Case micro Atx. Può alloggiare 5 unità da 3,25 e 2 unità da 5,25.Colore Nero. Non provvisto di alimentatore";"<p>Elite 343 (RC-343) &egrave; un mini-tower dal design partcolarmente compatto e rifinito in nero lateralmente, frontalmente e superiormente ed in grado di ospitare schede micro-ATX. Eccellente anche dal punto di vista dell'areazione interna e silenziosit&agrave;, consente una comoda installazione dei vari componenti. <br><br>          Caratteristiche  :<br> Ventola frontale da 120mm ;<br> Gabbia per hard disk rimovibile ;<br> Pannello I/O frontale;<br> Design frontale traforato;<br> Fori di ventilazione laterali ;<br><br>          Specifiche :<br> Available Color Black <br> Material Steel Body ; ABS plastic ; Mesh Front bezel <br> Dimension (W / H / D) 183 x 356.7 x 445.8 mm / 7.20 x 14.04 x 17.55 inches <br> Weight Net Weight: 4.0 kg/ 8.84 lbs<br>Gross Weight: 5.1 kg / 11.24 lbs <br> M/B Type Micro-ATX <br> 5.25&quot; Drive Bay 2 Exposed <br> 3.5&quot; Drive Bay 5 Hidden<br>1 Exposed <br> I/O Panel USB 2.0 x 2 , Spk x 1 , Audio x 1 , e-SATA (optional) <br> Expansion Slots 4 <br> Cooling System Front: 120 x 25mm fan x 1 / 1200 RPM / 17 dBA (pre-install) ; 80mm / 90mm (optional)<br>Rear: 80 / 90 mm fan x 1 (optional)<br>Side: 90 mm fan x 1 (optional) <br> Power Supply Standard ATX PS2 (optional) <br> Maximum Compatibility CPU Cooler height: 148 mm<br>VGA Card length: 250 mm ( wtih HDD cage ) / 363 mm ( remove HDD cage ) .</p>";"OEM";"0";"http://www.entropic.it/Public/foto/case_coolermaster_RC-343-KKN1_1.jpg";"28,90";"21";"";"8,5"
"CASE PER PC";"Case PC";"3310BR";"CASE MICRO-ATX 3310 450W 20/24pin SATA  BLACK & RED";"Eccellente Case MICRO-ATX, con alimentatore MICRO-ATX,con ottime rifiniture e colori metallici come il rosso ed il nero, che rende questo case elegante nel suo design.";"<p>Eccellente Case MICRO-ATX, con alimentatore MICRO-ATX,con ottime rifiniture e colori metallici come il rosso ed il nero, che rende questo case elegante nel suo design. <br><br>CASE MICRO 3310 RB<br>ALIMENTATORE 450W 20+4PIN, SATA Connector, Silent Fan da 80mm<br>MATERIALE : Ferro Zincato (S.E.C.C.) 0.7 mm<br>MAINBOARD : Micro ATX (9.6*9.6) <br>5.25 DRIVE: 1 Esterno/Interno Verticale Coperto<br>3.5 DRIVE: 2 Interni <br>ALLOGGIAMENTI VENTOLE SUPPLEMENTARI x 2 INTERNE<br>VENTOLA SUPPLEMENTARE PANNELLO LATERALE 120x120 mm<br>GRIGLIA DI AEREAZIONE PANNELLO LATERALE<br>PORTE : 2 x USB 2.0, Audio I/O FRONTALI<br>MISURE : 395*350*13.5mm(L*H*W)<br>COLORE : BLACK & RED</p>";"WUP MEDIA";"0";"http://www.entropic.it/Public/foto/case wup 3310 red black.jpg";"29,90";"21";"";"8,5"
"CASE PER PC";"Case PC";"3310BS";"CASE MICRO-ATX 3310 450W 20/24pin SATA  BLACK & SILVER";"Eccellente Case MICRO-ATX, con alimentatore MICRO-ATX,con ottime rifiniture e colori metallici come il silver ed il nero, che rende questo case elegante nel suo design.";"<p>Eccellente Case MICRO-ATX, con alimentatore MICRO-.ATX,con ottime rifiniture e colori metallici come il rosso ed il nero, che rende questo case elegante nel suo design. <br><br>CASE MICRO 3310 RB<br>ALIMENTATORE 450W 20+4PIN, SATA Connector, Silent Fan da 80mm<br>MATERIALE : Ferro Zincato (S.E.C.C.) 0.7 mm<br>MAINBOARD : Micro ATX (9.6*9.6) <br>5.25 DRIVE: 1 Esterno/Interno Verticale Coperto<br>3.5 DRIVE: 2 Interni <br>ALLOGGIAMENTI VENTOLE SUPPLEMENTARI x 2 INTERNE<br>VENTOLA SUPPLEMENTARE PANNELLO LATERALE 120x120 mm<br>GRIGLIA DI AEREAZIONE PANNELLO LATERALE<br>PORTE : 2 x USB 2.0, Audio I/O FRONTALI<br>MISURE : 395*350*13.5mm(L*H*W)<br>COLORE : SILVER & BLACK</p>";"WUP MEDIA";"0";"http://www.entropic.it/Public/foto/case_3310bs2_microatx.jpg";"29,90";"21";"";"8,5"
"CASE PER PC";"Case PC";"LP-01BR";"CASE MICRO-ATX LP-01 BLACK & RED 450W 20/24pin SATA";"Eccellente Case MICRO-ATX, con ottime rifiniture e colori metallici come il nero ed il silver, che rende questo case elegante nel suo design.Monta alimentatore normale ATX è non MICRO-ATX.";"<p>Eccellente Case MICRO-ATX, con ottime rifiniture e colori metallici come il rosso ed il nero, che rende questo case elegante nel suo design.<br><br>Monta alimentatore normale ATX &egrave; non MICRO-ATX.<br><br><br>Material: 0.8mm SECC <br>Drive bays: 5.25 x 1 inches <br>With USB, audio, and video ports <br>HDD frame extends to bottom <br>More secure and lock design <br>Floppy drive and USB are protected by cover <br>PSU in front (ATX PSU or MICRO ATX PSU) <br>CD-ROM drive bays and 1 HDD bay <br>CD-ROM and HDD are all screwless<br><br>Misure del PC 100 x 350 x 454 (WxHxD)</p>";"WUP MEDIA";"0";"http://www.entropic.it/Public/foto/case micro atx lp-01 black red.jpg";"42,50";"21";"";"8,5"
"CASE PER PC";"Case PC";"LP-01BS";"CASE MICRO-ATX LP-01 BLACK & SILVER 450W 20/24pin SATA";"Eccellente Case MICRO-ATX, con ottime rifiniture e colori metallici come il nero ed il silver, che rende questo case elegante nel suo design.Monta alimentatore normale ATX è non MICRO-ATX.";"<p>Eccellente Case MICRO-ATX, con ottime rifiniture e colori metallici come il nero ed il silver, che rende questo case elegante nel suo design.<br><br>Monta alimentatore normale ATX &egrave; non MICRO-ATX.<br><br>Material: 0.8mm SECC <br>Drive bays: 5.25 x 1 inches <br>With USB, audio, and video ports <br>HDD frame extends to bottom <br>More secure and lock design <br>Floppy drive and USB are protected by cover <br>PSU in front (ATX PSU or MICRO ATX PSU) <br>CD-ROM drive bays and 1 HDD bay <br>CD-ROM and HDD are all screwless<br><br>Misure del PC 100 x 350 x 454 (WxHxD)</p>";"WUP MEDIA";"2";"http://www.entropic.it/Public/foto/case_lp-01_black-silver.jpg";"42,50";"21";"";"8,5"
