Settore;Categoria;Tipologia;Gruppo;Ean;Codice;Descrizione1;DescrizioneLungaHtml;Giacenza;Marca;Prezzo;Peso;UrlImgBig;CostoSpedizioneProdo;CampoVuoto1
"Informatica";"TASTIERE e MOUSE";"Mouse";"Mini";"8033140053942";"MS-970-BK";"MOUSE KEYTECK OPTICAL MINI RETRACTABLE USB 800DPI NERO E GRAFITE MS-970-BK";"<p>Il mouse MS-970BK &egrave; un mouse ottico da 800 Dpi con interfaccia USB 2.0. Mouse estremamente preciso e dal design innovativo, inoltre &egrave; munito di sistema Roller Cable che avvolge il cavo evitando l'inutile ingombro dei cavi. Questo mouse si presenta come una scelta ottimale per chi utilizza spesso il Notebook ed &egrave; sempre in movimento. &Egrave; composto da tre tasti e rotellina per lo Scrolling, la sua forma ergonomica ma dalle misure ridotte offre un design innovativo senza rinunciare alla comodit&agrave; di movimento permettendo una veloce navigazione tra i vari programmi, adatto ad un utilizzo prolungato sia in ambiente domestico che in ufficio. <br><br>- Mouse ottico da 800 dpi;<br>- Interfaccia USB 2.0;<br>- Tecnologia PNT (Precision Navigation Technology);<br>- Design ergonomico con tre tasti e scrolling centrale;<br>- Compatibile con Win2000/Me/Xp, Linux;<br>- Colore: Nero e Grafite;</p>";"9";"KEYTECK";"3,55";"0,5";"http://www.entropic.it/Public/foto/mouse keyteck ms-970-bk.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Mini";"8033140053966";"MS-970TRENDY-BK";"MOUSE KEYTECK OPTICAL MINI RETRAIBILE USB 800DPI NERO E GRAFICA A COLORI MS-970TRENDY-BK";"<p>Mini mouse con grafica Trendy, dimensioni ridotte ideale per portatili e spazi limitati.<br>Tre tasti e rotellina, ambidestro.<br>Ergonomico, cavo avvolgibile e compatibile con Windows 2000/Me/XP/Vista, Mac, Linux.<br><br>- Mouse ottico da 800 dpi;<br>- Interfaccia USB 2.0;<br>- Tecnologia PNT (Precision Navigation Technology);<br>- Design ergonomico con tre tasti e scrolling centrale;<br>- Compatibile con 2000/Me/XP/Vista, Mac, Linux;<br>- Colore: Nero con decoro ;</p>";"13";"KEYTECK";"4,71";"0,5";"http://www.entropic.it/Public/foto/mouse keyteck ms-970trendy-bk.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Mini";"8033140053959";"MS-970TRENDY-W";"MOUSE KEYTECK OPTICAL MINI RETRAIBILE USB 800DPI BIANCO E GRAFICA A COLORI MS-970TRENDY-W";"<p>Mini mouse con grafica Trendy, dimensioni ridotte ideale per portatili e spazi limitati.<br>Tre tasti e rotellina, ambidestro.<br>Ergonomico, cavo avvolgibile e compatibile con Windows 2000/Me/XP/Vista, Mac, Linux.<br><br>- Mouse ottico da 800 dpi;<br>- Interfaccia USB 2.0;<br>- Tecnologia PNT (Precision Navigation Technology);<br>- Design ergonomico con tre tasti e scrolling centrale;<br>- Compatibile con 2000/Me/XP/Vista, Mac, Linux;<br>- Colore: Nero con decoro ;</p>";"4";"KEYTECK";"4,71";"0,5";"http://www.entropic.it/Public/foto/mouse keyteck ms-970trendy-w.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Mini";"8033140050415";"MS-970W";"MOUSE KEYTECK OPTICAL MINI RETRAIBILE USB 800DPI MAC STYLE MS-970W";"<p>Il mouse MS-970W &egrave; un mouse ottico da 800 Dpi con interfaccia USB 2.0. Mouse estremamente preciso e dal design innovativo, inoltre &egrave; munito di sistema Roller Cable che avvolge il cavo evitando l'inutile ingombro dei cavi. Questo mouse si presenta come una scelta ottimale per chi utilizza spesso il Notebook ed &egrave; sempre in movimento. &Egrave; composto da tre tasti e rotellina per lo Scrolling, la sua forma ergonomica ma dalle misure ridotte offre un design innovativo senza rinunciare alla comodit&agrave; di movimento permettendo una veloce navigazione tra i vari programmi, adatto ad un utilizzo prolungato sia in ambiente domestico che in ufficio. <br><br>- Mouse ottico da 800 dpi;<br>- Interfaccia USB 2.0;<br>- Tecnologia PNT (Precision Navigation Technology);<br>- Design ergonomico con tre tasti e scrolling centrale;<br>- Compatibile con Win2000/Me/Xp, Linux;<br>- Colore: Silver e Bianco;</p>";"10";"KEYTECK";"3,55";"0,5";"http://www.entropic.it/Public/foto/mouse keyteck ms-970w.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Wireless";"8033140054895";"MS-W158O";"MOUSE WIRELESS USB KEYTECK MICRO ORANGE 2.4GHz MS-W158O";"<p>Mouse ottico wireless ultracompatto, facile da trasportare e completamente compatibile con tutti i computer ultraportatili.<br>Semplicissimo da utilizzare: &egrave; sufficiente collegarlo e non necessita di nessun software da installare.<br>&Egrave; dotato di un ricevitore wireless nano ed &egrave; equipaggiato con due batterie ministilo per un'autonomia raddoppiata.<br>&Egrave; dotato, inoltre, di indicatore luminoso di batterie in esaurimento.<br>Funzione POWER-SAVING: si spegne automaticamente quando non viene usato.<br><br>- 2.4GHz wireless optical mouse<br>- 2pcs AAA batteries<br>- Nano receiver<br>- Power On/Off switch<br>- Windows XP/VISTA/7/Mac OSX/Linux</p>";"4";"KEYTECK";"10,41";"1,5";"http://www.entropic.it/Public/foto/mouse_w_keyteck_ms-w158o.jpg";"6,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Wireless";"8033140054888";"MS-W158P";"MOUSE WIRELESS USB KEYTECK MICRO PINK 2.4GHz MS-W158P";"<p>Mouse ottico wireless ultracompatto, facile da trasportare e completamente compatibile con tutti i computer ultraportatili.<br>Semplicissimo da utilizzare: &egrave; sufficiente collegarlo e non necessita di nessun software da installare.<br>&Egrave; dotato di un ricevitore wireless nano ed &egrave; equipaggiato con due batterie ministilo per un'autonomia raddoppiata.<br>&Egrave; dotato, inoltre, di indicatore luminoso di batterie in esaurimento.<br>Funzione POWER-SAVING: si spegne automaticamente quando non viene usato.<br><br>- 2.4GHz wireless optical mouse<br>- 2pcs AAA batteries<br>- Nano receiver<br>- Power On/Off switch<br>- Windows XP/VISTA/7/Mac OSX/Linux</p>";"7";"KEYTECK";"10,41";"1,5";"http://www.entropic.it/Public/foto/mouse_w_keyteck_ms-w158p.jpg";"6,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Wireless";"8033140054871";"MS-W158W";"MOUSE WIRELESS USB KEYTECK MICRO WHITE 2.4GHz MS-W158W";"<p>Mouse ottico wireless ultracompatto, facile da trasportare e completamente compatibile con tutti i computer ultraportatili.<br>Semplicissimo da utilizzare: &egrave; sufficiente collegarlo e non necessita di nessun software da installare.<br>&Egrave; dotato di un ricevitore wireless nano ed &egrave; equipaggiato con due batterie ministilo per un'autonomia raddoppiata.<br>&Egrave; dotato, inoltre, di indicatore luminoso di batterie in esaurimento.<br>Funzione POWER-SAVING: si spegne automaticamente quando non viene usato.<br><br>- 2.4GHz wireless optical mouse<br>- 2pcs AAA batteries<br>- Nano receiver<br>- Power On/Off switch<br>- Windows XP/VISTA/7/Mac OSX/Linux</p>";"6";"KEYTECK";"10,41";"1,5";"http://www.entropic.it/Public/foto/mouse_w_keyteck_ms-w158w.jpg";"6,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Mini";"TM-XJ10-TP1";"TM-XJ10-TP1";"MOUSE TECHMADE OPTICAL MINI USB 800DPI CUCCIOLI T-PETS TM-XJ10-TP1";"<p>TM-XJ10-TP1  Optical MINI MOUSE<br>Mini-mouse con tracciamento ottico 800Dpi USB e cover intercambiabili<br><br>Funzione BLUE LIGHT -  Si illumina quando collegato<br><br>Tracciamento ottico di precisione 800Dpi<br>2 Cover dorsali intercambiabili con un semplice click<br>Scroll whell per scorrere pagina web e documenti con facilit&agrave;<br>Cavo retrattile per minimo ingombro<br><br><br>           Informazioni prodotto:<br><br>Sensore ottico 800Dpi<br>3Tasti<br>Scroll wheel<br>Cover dorsale intercambiabile<br>Impugnatura ambidestra<br>Interfaccia USB<br>Windows® XP,2000,Vista®,7 Compatibile<br>Mac OS® X 10.4 Compatibile o v.s.</p>";"1";"KEYTECK";"4,71";"1";"http://www.entropic.it/Public/foto/nouse_techmade_TM-XJ10-TP1.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Mini";"8099990001311";"TM-1046-13";"MOUSE MINI LAS VEGAS 13 RETRAIBILE OTTICO USB";"<p>OPTICAL MOUSE - LAS VEGAS   Mouse ottico ad alta precisione 800Dpi<br><br><br><br>Specifiche Prodotto:<br>Sensore ottico 800Dpi<br>3Tasti<br>Scroll wheel<br>Impugnatura ambidestra<br>Interfaccia USB<br>Windows® XP,2000,Vista®,7 Compatibile<br>Mac OS® X 10.4 Compatibile o v.s.</p>";"2";"TECHMADE";"5,99";"1";"http://www.entropic.it/Public/foto/MOUSE_LAS-VEGAS_TM-1046-13_1.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Mini";"8099990001304";"TM-1046-CQFP";"MOUSE MINI LAS VEGAS QUADRI FIORI PICCHE RETRAIBILE OTTICO USB";"<p>OPTICAL MOUSE - LAS VEGAS  Mouse ottico ad alta precisione 800Dpi<br><br><br>Specifiche Prodotto:<br>Sensore ottico 800Dpi<br>3Tasti<br>Scroll wheel<br>Impugnatura ambidestra<br>Interfaccia USB<br>Windows® XP,2000,Vista®,7 Compatibile<br>Mac OS® X 10.4 Compatibile o v.s.</p>";"2";"TECHMADE";"5,99";"1";"http://www.entropic.it/Public/foto/MOUSE_TECHMADE_TM-1046-CQFP_1.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Mini";"80999990000659";"TM-1046-ITALIA";"MOUSE MINI NAZIONALE ITALIANA DI CALCIO RETRAIBILE OTTICO USB";"<p>OPTICAL Mini MOUSE - TEAM FOOTBALL SERIES<br>Mini Mouse ottico ad alta precisione 800Dpi<br><br>       Specifiche Prodotto:<br>Tracciamento ottico di precisione 800Dpi<br>Scroll wheel per scorrere pagina web e documenti con facilit&agrave;<br>Massima semplicit&agrave; di installazione<br><br>       Informazioni prodotto:<br>Sensore ottico 800Dpi<br>3 Tasti<br>Scroll wheel<br>Impugnatura ambidestra<br>Interfaccia USB<br>Windows® XP / 2000 / Vista® / 7 Compatibile<br>Mac OS® X 10.4 Compatibile o v.s.</p>";"1";"TECHMADE";"9,34";"1";"http://www.entropic.it/Public/foto/mouse_tm-1046-italia.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Mini";"8099990001328";"TM-1046-JOK";"MOUSE MINI LAS VEGAS JOKER RETRAIBILE OTTICO USB";"<p>OPTICAL MOUSE - LAS VEGAS  Mouse ottico ad alta precisione 800Dpi<br><br><br>Specifiche Prodotto:<br>Sensore ottico 800Dpi<br>3Tasti<br>Scroll wheel<br>Impugnatura ambidestra<br>Interfaccia USB<br>Windows® XP,2000,Vista®,7 Compatibile<br>Mac OS® X 10.4 Compatibile o v.s.</p>";"2";"TECHMADE";"5,99";"1";"http://www.entropic.it/Public/foto/MOUSE_TECHMADE_TM-1046-JOK_1.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Mini";"TM-1046-NAPOLI";"TM-1046-NAPOLI";"MOUSE MINI SSC NAPOLI RETRAIBILE OTTICO USB";"<p>OPTICAL MOUSE - TEAM FOOTBALL SERIES<br>Mouse ottico ad alta precisione 1600Dpi<br><br>Specifiche Prodotto:<br>Mouse ottico ad alta precisione<br>Risoluzione ottica regolabile, da 800 a 1600Dpi con un semplice click del mouse<br>3 Pulsanti<br>Rotella per funzione di scrolling<br>Interfaccia USB 2.0</p>";"37";"TECHMADE";"9,34";"1";"http://www.entropic.it/Public/foto/mouse tm-foot.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Mini";"8099990001212";"TM-1046-ROMA";"MOUSE MINI AS ROMA RETRAIBILE OTTICO USB";"<p>OPTICAL MOUSE - TEAM FOOTBALL SERIES<br>Mouse ottico ad alta precisione 1600Dpi<br><br>Specifiche Prodotto:<br>Mouse ottico ad alta precisione<br>Risoluzione ottica regolabile, da 800 a 1600Dpi con un semplice click del mouse<br>3 Pulsanti<br>Rotella per funzione di scrolling<br>Interfaccia USB 2.0</p>";"2";"TECHMADE";"7,25";"1";"http://www.entropic.it/Public/foto/MOUSE_TECHMADE_AS-ROMA_1.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Mini";"8099990001298";"TM-1046-VEGAS";"MOUSE MINI LAS VEGAS RETRAIBILE OTTICO USB";"<p>OPTICAL MOUSE - LAS VEGAS  Mouse ottico ad alta precisione 800Dpi<br><br><br>Specifiche Prodotto:<br>Sensore ottico 800Dpi<br>3Tasti<br>Scroll wheel<br>Impugnatura ambidestra<br>Interfaccia USB<br>Windows® XP,2000,Vista®,7 Compatibile<br>Mac OS® X 10.4 Compatibile o v.s.</p>";"1";"TECHMADE";"5,99";"1";"http://www.entropic.it/Public/foto/MOUSE_TECHMADE_TM-1046-VEGAS_1.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Mini";"8099990001687";"TM-1046B-JUVE";"MOUSE MINI FC JUVENTUS RETRAIBILE OTTICO USB NERO TM-1046B-JUVE";"<p>OPTICAL MINI-MOUSE - TEAM FOOTBALL SERIES<br>Mini-Mouse ottico ad alta precisione 800Dpi<br>FC JUVENTUS  ORIGINALE<br><br>Specifiche Prodotto:<br>Mini-Mouse ottico ad alta precisione<br>Risoluzione ottica 800Dpi<br>3 Pulsanti<br>Rotella per funzione di scrolling<br>Interfaccia USB 2.0<br>Cavo retrattile per funzione di minimo ingombro</p>";"1";"TECHMADE";"6,50";"1";"http://www.entropic.it/Public/foto/minimouse_techmade_NERO_TM-1046B-JUVE.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Mini";"TM-1046D-F";"TM-1046D-F";"MOUSE MINI DIAMOND 1046D-F COLORE PINK CON DIAMANTI OTTICO USB";"<p>Mini Mouse elegante con <br><br>Interfaccia USB 2.0<br>Con cavo retrattile<br>Alta precisione 800dpi<br>Windows ALL VERSION Compatibile</p>";"24";"TECHMADE";"5,80";"1";"http://www.entropic.it/Public/foto/mouse techmade tm-1046d.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Mini";"8099990001694";"TM-1046W-JUVE";"MOUSE MINI FC JUVENTUS RETRAIBILE OTTICO USB BIANCO TM-1046W-JUVE";"<p>OPTICAL MINI-MOUSE - TEAM FOOTBALL SERIES<br>Mini-Mouse ottico ad alta precisione 800Dpi<br>FC JUVENTUS  ORIGINALE<br><br>Specifiche Prodotto:<br>Mini-Mouse ottico ad alta precisione<br>Risoluzione ottica 800Dpi<br>3 Pulsanti<br>Rotella per funzione di scrolling<br>Interfaccia USB 2.0<br>Cavo retrattile per funzione di minimo ingombro</p>";"1";"TECHMADE";"6,50";"1";"http://www.entropic.it/Public/foto/minimouse_techmade_bianco_TM-1046W-JUVE_1.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Mini";"8099990001236";"TM-1046W-NAP";"MOUSE MINI SSC NAPOLI RETRAIBILE OTTICO USB BIANCO";"<p>OPTICAL MINI-MOUSE - TEAM FOOTBALL SERIES<br>Mini-Mouse ottico ad alta precisione 800Dpi<br>SSC NAPOLI<br><br>     Specifiche Prodotto:<br><br>Mouse ottico ad alta precisione<br>Risoluzione ottica 800Dpi<br>3 Pulsanti<br>Rotella per funzione di scrolling<br>Interfaccia USB 2.0</p>";"1";"TECHMADE";"6,50";"1";"http://www.entropic.it/Public/foto/MOUSE_TECHMADE_SSC-NAPOLI_TM-1046W-NAP_1.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Mini";"8099990001342";"TM-1062-NAPOLI";"MOUSE MINI ULTRA SLIM SSC NAPOLI RETRAIBILE OTTICO USB CON BLUE LIGHT TM-1062-NAPOLI";"<p>TM-1062-NAPOLI   Optical MINI-MOUSE Ultra-Slim<br>Mini-Mouse ultrasottile ottico ad alta precisione 800Dpi<br>SSC NAPOLI UFFICIALE<br><br>Funzione BLUE LIGHT -  Si illumina quando collegato<br><br>Tracciamento ottico di precisione 800Dpi<br>Scroll wheel per scorrere pagina web e documenti con facilit&agrave;<br>Cavo retrattile per minimo ingombro<br>Massima semplicit&agrave; di installazione <br><br><br>Informazioni prodotto:<br>Sensore ottico 800Dpi<br>3Tasti<br>Scroll wheel<br>Impugnatura ambidestra<br>Interfaccia USB<br>Windows® XP,2000,Vista®,7 Compatibile<br>Mac OS® X 10.4 Compatibile o v.s.</p>";"1";"TECHMADE";"6,50";"1";"http://www.entropic.it/Public/foto/MOUSE_TECHMADE_SSC-NAPOLI_TM-1062-NAPOLI-_1.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Standard";"8099999002821";"TM-2023-PINK";"MOUSE TECHMADE OPTICALTM-2023-PINK USB 800DPI ROSA";"<p>Mouse ottico &quot;COLOR&quot; 800Dpi, interfaccia USB<br><br>Descrizione Prodotto:<br>Mouse che adotta tecnologia ottica ad alta risoluzione 800Dpi, stile &quot;COLOR&quot;<br><br>Specifiche Prodotto:<br>3 Pulsanti<br>Rotella per funzione di scrolling<br>Risoluzione 800Dpi<br>Interfaccia USB<br>Design &quot;COLOR&quot;<br>MAC ALL VERSION Compatbile<br>Windows ALL VERSION Compatbile<br><br>Contenuto Confezione:<br>- Mouse &quot;COLOR</p>";"8";"TECHMADE";"3,50";"1,5";"http://www.entropic.it/Public/foto/mouse_techmade_rosa_tm2023-pink.jpg";"6,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Standard";"TM-2059R";"TM-2059R";"MOUSE PIEDONE USB 800DPI ROSA TM-2059R";"<p>Mouse ottico 3D - Adotta tecnologia ottica di orientamento, alta precisione e affidabilit&agrave; - Senza parti meccaniche e trackball - Senza mouse pad e reflector board - Funzionamento extra long - Funziona sulla maggior parte delle superfici, incluso legno e plastica - <br><br><br>Compatibile con Windows 95/98/2000/NT/ME/XP/ 3.1 - <br><br>Dimensioni: 11.2x 6.6 x 3.0 cm</p>";"6";"TECHMADE";"5,80";"1";"http://www.entropic.it/Public/foto/mouse techmade piede rosa.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Mini";"099990001137";"TM-M325-NAPOLI";"MOUSE MINI SSC NAPOLI RETRAIBILE OTTICO USB";"<p>OPTICAL MOUSE - TEAM FOOTBALL SERIES <br>High precision optical mouse 800dpi <br>SSC NAPOLI UFFICIALE<br><br>Specifiche Prodotto:<br>Tracciamento ottico di precisione 800Dpi<br>Scroll wheel per scorrere pagina web e documenti con facilit&agrave;<br>Massima semplicit&agrave; di installazione<br><br>nformazioni prodotto:<br>Sensore ottico 800Dpi<br>3Tasti<br>Scroll wheel<br>Impugnatura ambidestra<br>Interfaccia USB<br>Windows® XP / 2000 / Vista® / 7 Compatibile<br>Mac OS® X 10.4 o v.s. Compatibile</p>";"4";"TECHMADE";"6,80";"1";"http://www.entropic.it/Public/foto/MOUSE_TECHMADE_SSC-NAPOLI_TM-M325-NAPOLI_1.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Standard";"8099990001229";"TM-M325-ROMA";"MOUSE TECHMADE AS ROMA OTTICO USB";"<p>OPTICAL MOUSE - TEAM FOOTBALL SERIES<br>Mouse ottico ad alta precisione 800Dpi<br><br>Specifiche Prodotto:<br>Mouse ottico ad alta precisione<br>Risoluzione ottica da 800Dpi<br>3 Pulsanti<br>Rotella per funzione di scrolling<br>Interfaccia USB 2.</p>";"2";"TECHMADE";"7,25";"1";"http://www.entropic.it/Public/foto/MOUSE_TECHMADE_AS-ROMA_1.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Standard";"80999990000666";"TM-SHIRT-ITALIA";"MOUSE NAZIONALE ITALIANA DI CALCIO T-SHIRT USB 800DPI";"<p>OPTICAL T-shirt MOUSE - TEAM FOOTBALL SERIES<br>T-shirt Mouse ottico ad alta precisione 800Dpi<br><br>                 Specifiche Prodotto:<br>Tracciamento ottico di precisione 800Dpi<br>Scroll wheel per scorrere pagina web e documenti con facilit&agrave;<br>Massima semplicit&agrave; di installazione<br><br>              Informazioni prodotto:<br>Sensore ottico 800Dpi<br>3 Tasti<br>Scroll wheel<br>Impugnatura ambidestra<br>Interfaccia USB<br>Windows® XP / 2000 / Vista® / 7 Compatibile<br>Mac OS® X 10.4 Compatibile o v.s.</p>";"2";"TECHMADE";"9,38";"0,6";"http://www.entropic.it/Public/foto/mouse_tm-shirt-italia.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Standard";"8099990001762";"TM-SHIRT-JUVE";"MOUSE MAGLIA T-SHIRT USB 800DPI FC JUVENTUS";"<p>OPTICAL T-shirt MOUSE - TEAM FOOTBALL SERIES<br>T-shirt Mouse ottico ad alta precisione 800Dpi<br>                                                  FC JUVENTUS<br><br>                 Specifiche Prodotto:<br>Tracciamento ottico di precisione 800Dpi<br>Scroll wheel per scorrere pagina web e documenti con facilit&agrave;<br>Massima semplicit&agrave; di installazione<br><br>              Informazioni prodotto:<br>Sensore ottico 800Dpi<br>3 Tasti<br>Scroll wheel<br>Impugnatura ambidestra<br>Interfaccia USB<br>Windows® XP / 2000 / Vista® / 7 Compatibile<br>Mac OS® X 10.4 Compatibile o v.s.</p>";"2";"TECHMADE";"7,80";"0,6";"http://www.entropic.it/Public/foto/MOUSE_TECHMADE_TM-SHIRT-JUVE_1.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Standard";"8099990001465";"TM-SHIRTNAPOLI1";"MOUSE SSC NAPOLI T-SHIRT ""CAVANI 7"" USB 800DPI";"<p>OPTICAL MOUSE - TEAM FOOTBALL &quot;CAVANI&quot; SERIES<br>Mouse &quot;T-SHIRT&quot; ottico ad alta precisione 1600Dpi<br><br>Specifiche Prodotto:<br>Mouse ottico ad alta precisione<br>Risoluzione ottica regolabile, da 800 a 1600Dpi<br> con un semplice click del mouse<br>3 Pulsanti<br>Rotella per funzione di scrolling<br>Interfaccia USB 2.0</p>";"2";"TECHMADE";"6,50";"0,6";"http://www.entropic.it/Public/foto/MOUSE_TECHMADE_SSC-NAPOLI_TM-SHIRTNAPOLI1_1.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Standard";"021165108301";"16051";"MOUSE SAITEK EXPRESSION ROSA + TAPPETINO ROSA";"<p>Il nuovo mouse expression offre unergonomia ideale, sia per la sua forma ovale, ma anche per la presenza di pulsanti simmetrici, che lo rende completamente ambidestro. <br><br>Con una risoluzione di 800 dpi, una connessione USB ed un adattamento immediato ad ogni tipo di superifcie, il mouse Expression pink si impone come il sistema privilegiato dagli utilizzatori di computer portatili. <br><br>Inclusa nella confezione tappetino per il mouse in coordinato.<br><br>    Scheda Tecnica:<br><br>Interfaccia USB <br>Numero tasti 2 <br>Colore Rosa <br>Compatibilit&agrave; PC <br>La confezione comprende: mouse+ tappetino coordinato <br>Installazione Plug & Play (non richiede installazione)</p>";"15";"SAITEK";"9,99";"1";"http://www.entropic.it/Public/foto/mouse saitek pink.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Mouse";"Standard";"021165108455";"160533";"MOUSE SAITEK EXPRESSION VIOLA + TAPPETINO ROCK CHIC";"<p>Il nuovo mouse expression offre unergonomia ideale, sia per la sua forma ovale, ma anche per la presenza di pulsanti simmetrici, che lo rende completamente ambidestro. <br><br>Con una risoluzione di 800 dpi, una connessione Usb ed un adattamento immediato ad ogni tipo di superifcie, il mouse Expression Rock Chick si impone come il sistema privilegiato dagli utilizzatori di computer portatili. <br><br>Inclusa nella confezione tappetino per il mouse in coordinato con colorazioni &quot;metal&quot;.<br><br><br><br>    Scheda Tecnica:<br><br>Tipologia Mouse Standard Ottico  Wireless   No  <br>Sensore Movimento Ottico  Interfaccia  USB  <br>Plug & Play S&igrave;  Numero Tasti 3  <br>Risoluzione movimento 800 dpi Rotella Scorrimento 1  <br>Ergonomico S&igrave;  Colore Principale Viola  <br><br>DIMENSIONI E PESO MOUSE<br>Larghezza 5,20 cm Altezza 3,50 cm <br>Lunghezza 9,70 cm     <br>DIMENSIONI E PESO MOUSE<br>Peso 90 gr     <br><br>COMPATIBILITA'<br>Windows Vista S&igrave;  Windows XP S&igrave;  <br>Windows 2000 o Anteriori No  MAC  S&igrave;  <br><br>CONFEZIONE<br>Tipo Confezione RETAIL      <br><br>Contenuto Confezione Mouse <br>Tappetino <br>Manuale utente  <br> <br><br>DIMENSIONI CON IMBALLO<br>Lato A 19 cm Lato B 21 cm <br>Lato C 4 cm</p>";"21";"SAITEK";"9,99";"1";"http://www.entropic.it/Public/foto/mouse_saiteck_160533_rock.jpg";"5,5";""
"Informatica";"TASTIERE e MOUSE";"Tastiere";"Standard";"8033140056608";"KB-226MBK";"KIT KEYTECK TASTIERA + MOUSE PS-2/USB 2in1 ULTRAFLAT COLORE BLACK KB-226MBK";"<p>Con il Kit Ultraflat Keyteck, composto da tastiera multimediale e mouse ottico, potrai avere una combinazione di prodotti indispensabili e di ottima qualit&agrave; in un'unica soluzione!<br>Potrai usare questa tastiera dal design ultrasottile per navigare sul web o accedere alle applicazioni preferite, grazie anche ai 5 tasti multimediali che funzioneranno da scorciatoi per i tuoi programmi, facendoti risparmiare cos&igrave; tempo prezioso!<br>Il mouse ottico &egrave; ergonomico e preciso nel puntamento, utilizzabile sia con mano destra che sinistra. Gode dei 4 tasti standard pi&ugrave; una rotellina scroll posta al centro, che ti permetter&agrave; di scorrere facilmente e rapidamente tra le pagine, con un semplice movimento verticale.<br><br>Caratteristiche:<br><br>Tastiera<br>- 5 tasti multimediali<br>- PS2 / USB<br><br>Mouse<br>- Ottico<br>- Risoluzione: 800/1200/1600/2400 dpi<br>- USB</p>";"13";"KEYTECK";"11,03";"2";"http://www.entropic.it/Public/foto/tastiera_keyteck_KB-226MBK-1.jpg";"6,5";""
"Informatica";"TASTIERE e MOUSE";"Tastiere";"Standard";"8033140056622";"KB-226MPK";"KIT KEYTECK TASTIERA + MOUSE PS-2/USB 2in1 ULTRAFLAT COLORE PINK KB-226MPK";"<p>Con il Kit Ultraflat Keyteck, composto da tastiera multimediale e mouse ottico, potrai avere una combinazione di prodotti indispensabili e di ottima qualit&agrave; in un'unica soluzione!<br>Potrai usare questa tastiera dal design ultrasottile per navigare sul web o accedere alle applicazioni preferite, grazie anche ai 5 tasti multimediali che funzioneranno da scorciatoi per i tuoi programmi, facendoti risparmiare cos&igrave; tempo prezioso!<br>Il mouse ottico &egrave; ergonomico e preciso nel puntamento, utilizzabile sia con mano destra che sinistra. Gode dei 4 tasti standard pi&ugrave; una rotellina scroll posta al centro, che ti permetter&agrave; di scorrere facilmente e rapidamente tra le pagine, con un semplice movimento verticale.<br><br>Caratteristiche:<br><br>Tastiera<br>- 5 tasti multimediali<br>- PS2 / USB<br><br>Mouse<br>- Ottico<br>- Risoluzione: 800/1200/1600/2400 dpi<br>- USB</p>";"18";"KEYTECK";"11,71";"2";"http://www.entropic.it/Public/foto/tastiera_keyteck_KB-226MPK-1.jpg";"6,5";""
