Settore;Categoria;Tipologia;Codice;Descrizione1;Disponibilita;Marca;Prezzo;Peso;DescrizioneLungaHtml;Aliquota;UrlImgBig
"Informatica";"SOFTWARE";"ANTIVIRUS";"NOD32-v4/MULTI2-9PRIMO";"SOFTWARE ANTIVIRUS NOD32 LICENZA MULTILICENZA (2-9) per Windows NT / 2000 / XP / VISTA / 7";"Non Disponibile";"ESET";"41,65";"5";"<p>***  NOD 32 IN VERSIONE MULTILICENZA DA 2-9 LICENZE ***<br><br><br>ESET NOD32 versione 4 per una protezione integrata e in tempo reale delle vostre workstation Microsoft® Windows<br><br><br>La sicurezza delle informazioni diventa ogni giorno pi&ugrave; importante. Tutti gli utenti hanno bisogno di una protezione completa daivirus, trojan, worm, adware, spyware, phishing, rootkit e le atre minacce di Internet cos&igrave; che possano navigare, giocare e riprodurre file multimediali, scambiare email con gli amici o con i colleghi comodamente e in tutta tranquillit&agrave;. ESET NOD32 Antivirus 4 offre un'unica protezione proattiva, che ora &egrave; stata arricchita con varie nuove caratteristiche che assicurano prestazioni superiori e contemporaneamente il minimo ingombro. L'uso di avanzate tecnologie permette di bloccare i virus che ancora non sono stati aggiornati nel database delle firme antivirali del prodotto, in questo modo si &egrave; in grado di impedire fino al 70% dei cosiddetti attacchi zero-day. ESET NOD32 Antivirus 4 &egrave; destinato a migliorarsi sempre di pi&ugrave;.<br><br><br><br>Funzionalit&agrave; chiave di ESET NOD32 versione 4 <br>Tecnologia ThreatSenseT - un motore di difesa ottimizzato per analizzare il codice in modo da identificare comportamenti malevoli, come virus, spyware, adware, phishing e altro <br>Tecnologia Anti-Stealth contro i rootkit <br>Analisi euristica senza precedenti in grado di scoprire nuove minacce malware appena queste si verificano <br>Un potente motore di scansione che emula una macchina virtuale permette l'apertura e la decifrazione di tutti i tipi di file archiviati e compressi con EXE packer <br>In grado di rimuovere il malware attivo in memoria <br>Protezione contro gli attacchi di phishing <br>Funziona correttamente anche se eseguito da account con privilegi limitati (non &egrave; necessario usare NOD32 da un account Amministratore) <br>Difende molteplici punti di infiltrazione, inclusi i protocolli HTTP, POP3, SMTP e tutti i dischi locali, anche rimovibili <br>Rimuove le infezioni dai file bloccati in scrittura (ad es. le DLL caricate in memoria) <br>Previene l'apertura e l'esecuzione di file infetti, e avvisa sulla loro eventuale creazione <br>Esecuzione automatica all'avvio del sistema <br>Modulo SysInspector per una dettagliata analisi del sistema <br>Supporta molteplici ambienti Terminal Server <br>Supporta la scansione di dischi di rete in mapping <br><br>Novit&agrave; principali della versione 4<br><br>Windows 7 - pieno supporto per il nuovo sistema operativo Microsoft <br>Auto-Protezione - una tecnologia incorporata per impedire ai software pericolosi di corrompere o disabilitare la sicurezza del sistema<br>SysRescue - permette all'utente di creare un mezzo di ripristino del computer su un CD e una chiavetta USB per l'avvio del sistema<br><br>Controllo dell'accesso ai supporti rimovibili, inclusi USB, CD, memorie flash, bloccando questi vettori di potenziali infiltrazioni <br>Interfaccia Utente Non Grafica con l'opzione per passare automaticamente alla modalit&agrave; con il contrasto pi&ugrave; alto <br>Ottimizzazione Smart - funzione che permette di aumentare la velocit&agrave; di scansione<br><br>ESET SysInspector Integrato - un potente strumento di diagnostica che permette una profonda analisi degli aspetti del sistema operativo, inclusi i processi in esecuzione, il contenuto del registro, gli oggetti caricati all'avvio e le connessioni di rete<br><br>Anti-Stealth® Integrato - un'avanzata tecnologia per la protezione contro i rootkit</p>";"20";"http://www.entropic.it/Public/foto/antivirus_nod32_4.jpg"
"Informatica";"SOFTWARE";"ANTIVIRUS";"NOD32-v4/MULTI2-9RINN";"SOFTWARE RINNOVO ANTIVIRUS NOD32 LICENZA MULTILICENZA  (2-9) per Windows NT / 2000 / XP / VISTA / 7";"Non Disponibile";"ESET";"33,32";"8";"<p>*** AGGIORNAMENTO NOD 32 IN VERSIONE MULTILICENZA DA 2-9 LICENZE ***<br><br>ESET NOD32 versione 4 per una protezione integrata e in tempo reale delle vostre workstation Microsoft® Windows<br><br><br><br>La sicurezza delle informazioni diventa ogni giorno pi&ugrave; importante. Tutti gli utenti hanno bisogno di una protezione completa daivirus, trojan, worm, adware, spyware, phishing, rootkit e le atre minacce di Internet cos&igrave; che possano navigare, giocare e riprodurre file multimediali, scambiare email con gli amici o con i colleghi comodamente e in tutta tranquillit&agrave;. ESET NOD32 Antivirus 4 offre un'unica protezione proattiva, che ora &egrave; stata arricchita con varie nuove caratteristiche che assicurano prestazioni superiori e contemporaneamente il minimo ingombro. L'uso di avanzate tecnologie permette di bloccare i virus che ancora non sono stati aggiornati nel database delle firme antivirali del prodotto, in questo modo si &egrave; in grado di impedire fino al 70% dei cosiddetti attacchi zero-day. ESET NOD32 Antivirus 4 &egrave; destinato a migliorarsi sempre di pi&ugrave;.<br><br><br><br>Funzionalit&agrave; chiave di ESET NOD32 versione 4 <br>Tecnologia ThreatSenseT - un motore di difesa ottimizzato per analizzare il codice in modo da identificare comportamenti malevoli, come virus, spyware, adware, phishing e altro <br>Tecnologia Anti-Stealth contro i rootkit <br>Analisi euristica senza precedenti in grado di scoprire nuove minacce malware appena queste si verificano <br>Un potente motore di scansione che emula una macchina virtuale permette l'apertura e la decifrazione di tutti i tipi di file archiviati e compressi con EXE packer <br>In grado di rimuovere il malware attivo in memoria <br>Protezione contro gli attacchi di phishing <br>Funziona correttamente anche se eseguito da account con privilegi limitati (non &egrave; necessario usare NOD32 da un account Amministratore) <br>Difende molteplici punti di infiltrazione, inclusi i protocolli HTTP, POP3, SMTP e tutti i dischi locali, anche rimovibili <br>Rimuove le infezioni dai file bloccati in scrittura (ad es. le DLL caricate in memoria) <br>Previene l'apertura e l'esecuzione di file infetti, e avvisa sulla loro eventuale creazione <br>Esecuzione automatica all'avvio del sistema <br>Modulo SysInspector per una dettagliata analisi del sistema <br>Supporta molteplici ambienti Terminal Server <br>Supporta la scansione di dischi di rete in mapping <br><br><br><br>Novit&agrave; principali della versione 4<br><br><br>Windows 7 - pieno supporto per il nuovo sistema operativo Microsoft <br>Auto-Protezione - una tecnologia incorporata per impedire ai software pericolosi di corrompere o disabilitare la sicurezza del sistema<br>SysRescue - permette all'utente di creare un mezzo di ripristino del computer su un CD e una chiavetta USB per l'avvio del sistema<br><br>Controllo dell'accesso ai supporti rimovibili, inclusi USB, CD, memorie flash, bloccando questi vettori di potenziali infiltrazioni <br>Interfaccia Utente Non Grafica con l'opzione per passare automaticamente alla modalit&agrave; con il contrasto pi&ugrave; alto <br>Ottimizzazione Smart - funzione che permette di aumentare la velocit&agrave; di scansione<br><br>ESET SysInspector Integrato - un potente strumento di diagnostica che permette una profonda analisi degli aspetti del sistema operativo, inclusi i processi in esecuzione, il contenuto del registro, gli oggetti caricati all'avvio e le connessioni di rete<br><br>Anti-Stealth® Integrato - un'avanzata tecnologia per la protezione contro i rootkit</p>";"20";"http://www.entropic.it/Public/foto/antivirus_nod32_4.jpg"
"Informatica";"SOFTWARE";"ANTIVIRUS";"NOD32-v4/MULTI25-49RINN";"SOFTWARE RINNOVO ANTIVIRUS NOD32 LICENZA MULTILICENZA  (25-49) per Windows NT / 2000 / XP / VISTA / 7";"Non Disponibile";"ESET";"24,48";"12";"<p>***AGGIORNAMENTO NOD 32 IN VERSIONE MULTILICENZA DA 25-49 LICENZE***<br><br>ESET NOD32 versione 4 per una protezione integrata e in tempo reale delle vostre workstation Microsoft® Windows<br><br><br><br>La sicurezza delle informazioni diventa ogni giorno pi&ugrave; importante. Tutti gli utenti hanno bisogno di una protezione completa daivirus, trojan, worm, adware, spyware, phishing, rootkit e le atre minacce di Internet cos&igrave; che possano navigare, giocare e riprodurre file multimediali, scambiare email con gli amici o con i colleghi comodamente e in tutta tranquillit&agrave;. ESET NOD32 Antivirus 4 offre un'unica protezione proattiva, che ora &egrave; stata arricchita con varie nuove caratteristiche che assicurano prestazioni superiori e contemporaneamente il minimo ingombro. L'uso di avanzate tecnologie permette di bloccare i virus che ancora non sono stati aggiornati nel database delle firme antivirali del prodotto, in questo modo si &egrave; in grado di impedire fino al 70% dei cosiddetti attacchi zero-day. ESET NOD32 Antivirus 4 &egrave; destinato a migliorarsi sempre di pi&ugrave;.<br><br><br><br>Funzionalit&agrave; chiave di ESET NOD32 versione 4 <br>Tecnologia ThreatSenseT - un motore di difesa ottimizzato per analizzare il codice in modo da identificare comportamenti malevoli, come virus, spyware, adware, phishing e altro <br>Tecnologia Anti-Stealth contro i rootkit <br>Analisi euristica senza precedenti in grado di scoprire nuove minacce malware appena queste si verificano <br>Un potente motore di scansione che emula una macchina virtuale permette l'apertura e la decifrazione di tutti i tipi di file archiviati e compressi con EXE packer <br>In grado di rimuovere il malware attivo in memoria <br>Protezione contro gli attacchi di phishing <br>Funziona correttamente anche se eseguito da account con privilegi limitati (non &egrave; necessario usare NOD32 da un account Amministratore) <br>Difende molteplici punti di infiltrazione, inclusi i protocolli HTTP, POP3, SMTP e tutti i dischi locali, anche rimovibili <br>Rimuove le infezioni dai file bloccati in scrittura (ad es. le DLL caricate in memoria) <br>Previene l'apertura e l'esecuzione di file infetti, e avvisa sulla loro eventuale creazione <br>Esecuzione automatica all'avvio del sistema <br>Modulo SysInspector per una dettagliata analisi del sistema <br>Supporta molteplici ambienti Terminal Server <br>Supporta la scansione di dischi di rete in mapping <br><br><br><br>Novit&agrave; principali della versione 4<br><br><br>Windows 7 - pieno supporto per il nuovo sistema operativo Microsoft <br>Auto-Protezione - una tecnologia incorporata per impedire ai software pericolosi di corrompere o disabilitare la sicurezza del sistema<br>SysRescue - permette all'utente di creare un mezzo di ripristino del computer su un CD e una chiavetta USB per l'avvio del sistema<br><br>Controllo dell'accesso ai supporti rimovibili, inclusi USB, CD, memorie flash, bloccando questi vettori di potenziali infiltrazioni <br>Interfaccia Utente Non Grafica con l'opzione per passare automaticamente alla modalit&agrave; con il contrasto pi&ugrave; alto <br>Ottimizzazione Smart - funzione che permette di aumentare la velocit&agrave; di scansione<br><br>ESET SysInspector Integrato - un potente strumento di diagnostica che permette una profonda analisi degli aspetti del sistema operativo, inclusi i processi in esecuzione, il contenuto del registro, gli oggetti caricati all'avvio e le connessioni di rete<br><br>Anti-Stealth® Integrato - un'avanzata tecnologia per la protezione contro i rootkit</p>";"20";"http://www.entropic.it/Public/foto/antivirus_nod32_4.jpg"
"Informatica";"SOFTWARE";"ANTIVIRUS";"NOD32-v4/MULTI50-99RINN";"SOFTWARE RINNOVO ANTIVIRUS NOD32 LICENZA MULTILICENZA  (50-99) per Windows NT / 2000 / XP / VISTA / 7";"Non Disponibile";"ESET";"18,36";"12";"<p>***AGGIORNAMENTO NOD 32 IN VERSIONE MULTILICENZA DA 50-99 LICENZE***<br><br>ESET NOD32 versione 4 per una protezione integrata e in tempo reale delle vostre workstation Microsoft® Windows<br><br><br><br>La sicurezza delle informazioni diventa ogni giorno pi&ugrave; importante. Tutti gli utenti hanno bisogno di una protezione completa daivirus, trojan, worm, adware, spyware, phishing, rootkit e le atre minacce di Internet cos&igrave; che possano navigare, giocare e riprodurre file multimediali, scambiare email con gli amici o con i colleghi comodamente e in tutta tranquillit&agrave;. ESET NOD32 Antivirus 4 offre un'unica protezione proattiva, che ora &egrave; stata arricchita con varie nuove caratteristiche che assicurano prestazioni superiori e contemporaneamente il minimo ingombro. L'uso di avanzate tecnologie permette di bloccare i virus che ancora non sono stati aggiornati nel database delle firme antivirali del prodotto, in questo modo si &egrave; in grado di impedire fino al 70% dei cosiddetti attacchi zero-day. ESET NOD32 Antivirus 4 &egrave; destinato a migliorarsi sempre di pi&ugrave;.<br><br><br><br>Funzionalit&agrave; chiave di ESET NOD32 versione 4 <br>Tecnologia ThreatSenseT - un motore di difesa ottimizzato per analizzare il codice in modo da identificare comportamenti malevoli, come virus, spyware, adware, phishing e altro <br>Tecnologia Anti-Stealth contro i rootkit <br>Analisi euristica senza precedenti in grado di scoprire nuove minacce malware appena queste si verificano <br>Un potente motore di scansione che emula una macchina virtuale permette l'apertura e la decifrazione di tutti i tipi di file archiviati e compressi con EXE packer <br>In grado di rimuovere il malware attivo in memoria <br>Protezione contro gli attacchi di phishing <br>Funziona correttamente anche se eseguito da account con privilegi limitati (non &egrave; necessario usare NOD32 da un account Amministratore) <br>Difende molteplici punti di infiltrazione, inclusi i protocolli HTTP, POP3, SMTP e tutti i dischi locali, anche rimovibili <br>Rimuove le infezioni dai file bloccati in scrittura (ad es. le DLL caricate in memoria) <br>Previene l'apertura e l'esecuzione di file infetti, e avvisa sulla loro eventuale creazione <br>Esecuzione automatica all'avvio del sistema <br>Modulo SysInspector per una dettagliata analisi del sistema <br>Supporta molteplici ambienti Terminal Server <br>Supporta la scansione di dischi di rete in mapping <br><br><br><br>Novit&agrave; principali della versione 4<br><br><br>Windows 7 - pieno supporto per il nuovo sistema operativo Microsoft <br>Auto-Protezione - una tecnologia incorporata per impedire ai software pericolosi di corrompere o disabilitare la sicurezza del sistema<br>SysRescue - permette all'utente di creare un mezzo di ripristino del computer su un CD e una chiavetta USB per l'avvio del sistema<br><br>Controllo dell'accesso ai supporti rimovibili, inclusi USB, CD, memorie flash, bloccando questi vettori di potenziali infiltrazioni <br>Interfaccia Utente Non Grafica con l'opzione per passare automaticamente alla modalit&agrave; con il contrasto pi&ugrave; alto <br>Ottimizzazione Smart - funzione che permette di aumentare la velocit&agrave; di scansione<br><br>ESET SysInspector Integrato - un potente strumento di diagnostica che permette una profonda analisi degli aspetti del sistema operativo, inclusi i processi in esecuzione, il contenuto del registro, gli oggetti caricati all'avvio e le connessioni di rete<br><br>Anti-Stealth® Integrato - un'avanzata tecnologia per la protezione contro i rootkit</p>";"20";"http://www.entropic.it/Public/foto/antivirus_nod32_4.jpg"
"Informatica";"SOFTWARE";"ANTIVIRUS";"KL1137TBCFS";"SOFTWARE ANTIVIRUS KASPERSKY 2011 ITA 3 LICENZE per Windows NT / 2000 / XP / VISTA / WIN 7";"Disponibile";"KASPERSKY";"23,30";"1,5";"<p>Kaspersky Anti-Virus 2011 - la spina dorsale del sistema di sicurezza del tuo PC - offre una protezione automatica e in tempo reale da molte minacce IT. Kaspersky Anti-Virus 2011 fornisce gli strumenti essenziali necessari per proteggere il tuo PC. <br><br>Le nostre pluripremiate tecnologie agiscono silenziosamente e in modalit&agrave; di background mentre l'utente svolge appieno le proprie attivit&agrave; digitali. <br><br>Kaspersky Anti-Virus 2011 &egrave; compatibile con i netbook. <br><br><br>Assistenza tecnica telefonica : 199173506<br><br><br>        SCHEDA TECNICA:<br><br>REQUISITI MINIMI<br>Piattaforma Multipiattaforma  Produttore processore Intel  <br>Tecnologia Processore ATOM  Velocit&agrave; di clock  1,330 Ghz <br>Bit  82  RAM  1 Gb <br>Spazio libero su disco 163.840 Mb Connessione internet S&igrave;  <br>Lettore ottico nessuno  Connessioni nessuna  <br><br>FUNZIONALIT&Agrave; GENERALI<br>Livello di protezione PC      <br><br>FUNZIONALIT&Agrave; GENERALI<br>Console Centralizzata No      <br><br>FUNZIONALIT&Agrave; DI SICUREZZA<br>Antivirus S&igrave;  Antispam S&igrave;  <br>Firewall  No  Gateway Antivirus S&igrave;  <br>Gateway Antispam No  Gateway web filtering No  <br><br>CUSTOMER SERVICE<br>Supporto Gratuito S&igrave;  Supporto a pagamento No  <br><br>TRIAL<br>Versione trial S&igrave;</p>";"20";"http://www.entropic.it/Public/foto/antivirus_kaspersky2011.jpg"
"Informatica";"SOFTWARE";"SISTEMI OPER. DESKTOP";"269-13721";"SOFTWARE OFFICE 2007 Professional (MLK)";"Non Disponibile";"MICROSOFT";"214,81";"0,5";"<p>OFFICE PRO 2007 WIN32 ITALIAN 1PK DSP OEI V2 MLK LICENZA READY- NON CONTIENE IL CD D INSTALLAZIONE<br><br>Microsoft Office 2007 Professional &egrave; una versione completa e facile da utilizzare per la gestione della produttivit&agrave; e delle informazioni, che consente ai professionisti di risparmiare tempo ed essere sempre organizzati. <br>Potenti funzionalit&agrave; centralizzano le informazioni relative a clienti, vendite e progetti offrendo cos&igrave; la possibilit&agrave; di rispondere pi&ugrave; velocemente alle opportunit&agrave; di business . <br>Un set completo di strumenti permette di creare pubblicazioni, documenti e presentazioni aziendali e marketing di livello professionale. <br><br>Questa versione di Microsoft Office 2007 include: <br><br> Microsoft Office Excel 2007 <br> Microsoft Office PowerPoint 2007 <br> Microsoft Office Word 2007 <br> Microsoft Office Publisher 2007 <br> Microsoft Office Outlook 2007 con Business Contact Manager <br> Microsoft Office Access 2007</p>";"20";"http://www.entropic.it/Public/foto/software office 2007 home e student.jpg"
"Informatica";"SOFTWARE";"SISTEMI OPER. DESKTOP";"76H-00464";"SOFTWARE OFFICE 2007 Ultimate (MLK)";"Non Disponibile";"MICROSOFT";"386,20";"0,5";"<p>OFFICE ULTIMATE 2007 WIN32 ITALIAN 1PK DSP OEI V2 MLK<br><br>Microsoft Office Ultimate 2007 offre agli utenti che lavorano a casa o in aziende di piccole dimensioni un set completo di strumenti per raccogliere e consolidare praticamente qualsiasi tipo di informazioni, trovare velocemente il contenuto necessario e condividere facilmente le informazioni oltre i confini dell'organizzazione e geografici, per ottenere pi&ugrave; rapidamente risultati migliori. <br><br>La versione Contiene: <br>Microsoft Office Ultimate 2007 <br><br>. Microsoft Office Excel 2007 *<br>. Microsoft Office PowerPoint 2007 * * Queste applicazioni presentano delle                                                                 funzionalit&agrave; avanzate <br>. Microsoft Office Word 2007 * <br>. Microsoft Office Access 2007 * <br>. Microsoft Office InfoPath 2007 <br>. Microsoft Office Publisher 2007 <br>. Microsoft Office Outlook 2007 con Business Contact Manager * <br>. Microsoft Office OneNote® 2007 <br>. Microsoft Office Groove 2007 <br>. Microsoft Office Communicator 2007</p>";"20";"http://www.entropic.it/Public/foto/software office 2007 home e student.jpg"
"Informatica";"SOFTWARE";"SISTEMI OPER. DESKTOP";"79G-00926";"SOFTWARE OFFICE 2007 Home & Student (MLK)";"Non Disponibile";"MICROSOFT";"94,70";"0,5";"<p>OFFICE HOME AND STUDENT 2007 WIN32 ITALIAN 1PK V2 DSP OEI (MLK) - NON CONTIENE IL CD D INSTALLAZIONE<br><br>Microsoft Office 2007 Home and Student &egrave; la versione che consente agli utenti di creare documenti, fogli di calcolo e presentazioni, oltre a gestire appunti e informazioni sia da casa che per la scuola. <br>Presenta menu e strumenti migliorati, funzionalit&agrave; avanzate per la grafica e la formattazione, nuovi strumenti per i calendari oltre a caratteristiche di maggior affidabilit&agrave; e sicurezza. <br>Questa versione di Microsoft Office 2007 include: <br><br>. Microsoft Office Excel 2007 <br>. Microsoft Office PowerPoint® 2007 <br>. Microsoft Office Word 2007 <br>. Microsoft Office OneNote® 2007</p>";"20";"http://www.entropic.it/Public/foto/software office 2007 home e student.jpg"
"Informatica";"SOFTWARE";"SISTEMI OPER. DESKTOP";"9QA-01516";"SOFTWARE OFFICE 2007 Small Business (MLK)";"Non Disponibile";"MICROSOFT";"199,01";"0,5";"<p>OFFICE SB 2007 W32 ITALIAN 1PK V2 (MLK) - KIT LICENZA READY - NON CONTIENE IL CD D INSTALLAZIONE<br><br>Microsoft Office 2007 Small Business &egrave; la versione completa e di semplice utilizzo per la gestione della produttivit&agrave; e dei contatti. <br>Progettato per le imprese di piccole dimensioni, mette a disposizione degli utenti nuovi strumenti per aumentare l'efficienza del proprio lavoro e offrire ai clienti un servizio migliore. <br>&Egrave; possibile centralizzare tutte le informazioni relative ai clienti oltre a creare autonomamente presentazioni, materiale pubblicitario e marketing. <br><br>Questa versione di Microsoft Office 2007 include: <br><br>. Microsoft Office Excel 2007 <br>. Microsoft Office PowerPoint 2007 <br>. Microsoft Office Word 2007 <br>. Microsoft Office Publisher 2007 <br>. Microsoft Office Outlook 2007 con Business Contact Manager</p>";"20";"http://www.entropic.it/Public/foto/software office 2007 home e student.jpg"
"Informatica";"SOFTWARE";"SISTEMI OPER. DESKTOP";"FQC-00738";"SOFTWARE WINDOWS 7 PROFESSIONAL 32 Bit ITA OEM";"Non Disponibile";"MICROSOFT";"116,50";"1";"<p>Tutto quello che ti serve in ufficio e a casa Windows 7 Professional include le funzionalit&agrave; della versione Home Premium che apprezzi quando sei a casa, e le funzionalit&agrave; aziendali che ti servono in ufficio. Puoi connetterti alle reti aziendali in modo pi&ugrave; semplice e sicuro e condividere i file tra i vari computer di casa. Puoi anche eseguire molti programmi di produttivit&agrave; di Windows XP con Windows XP Mode e ripristinare facilmente i dati con i backup automatici dei file sulla rete domestica o aziendale. Esistono 2 tipi di versioni differenti con codici prodotto diversi,una a 32 bit e una a 64 bit. <br><br><br>REQUISITI MINIMI<br>Produttore processore qualsiasi  Tecnologia processore qualsiasi  <br>Velocit&agrave; di clock  1 GHz Bit  32 Bit <br>RAM (32 bit) 1 Gb RAM (64 bit) 2 Gb <br>Spazio libero su Disco (32 bit) 16.240 Mb Spazio libero su Disco (64 bit) 20.480 Mb <br>Connessione internet S&igrave;  Browser  qualsiasi  <br>Lettore ottico CD-ROM  <br>Altre informazioni Per la creazione di DVD/CD &egrave; necessaria un'unit&agrave; ottica compatibile. Sono disponibili codici a 32 bit e codici a 64 bit separatamente.  <br><br>Connessioni nessuna      <br><br>FUNZIONALIT&Agrave; GENERALI<br>Multilingua - MUI No  Versioni precedenti WINDOWS VISTA  <br>Kernel NT 6.1  Architettura (32 bit) S&igrave;  <br>Architettura (64 bit) S&igrave;  supporta touch screen S&igrave;  <br>Windows Media Center S&igrave;  Aggiunta al dominio No  <br>XP Mode S&igrave;      <br>FUNZIONALIT&Agrave; GENERALI<br>Centro Backup e ripristino (rete domestica o aziendale) S&igrave;  Centro Backup e ripristino Avanzato (altri pc) S&igrave;  <br>Crittografia dei file (Bitlocker)  No      <br><br>CUSTOMER SERVICE<br>Supporto Gratuito S&igrave;  Supporto a pagamento S&igrave;  <br>Forum S&igrave;  Telefono gratuito S&igrave;  <br>Telefono a pagamento S&igrave;  e-mail  S&igrave;  <br><br>Altre informazioni Servizio Clienti Microsoft Attivo dalle ore 9.00 alle 19.00 da luned&igrave; a venerd&igrave;. . Telefono - 02 70 398 398. Fax - 02 7039 2020 Il supporto a pagamento &egrave; incluso nel prezzo della Software Assurance.  <br><br>TRAINING<br><br>corsi tecnici via web S&igrave;  certificazioni via web S&igrave;  <br><br>Altre informazioni Dalla sezione &quot;Eventi e formazione&quot;, del sito web Microsoft.it, si trova l'elenco dei corsi on line e le linee guida per accedere ai corsi di certificazione. Questi ultimi sono gestiti dai centri Prometric.  <br><br>TRIAL<br><br>Versione trial S&igrave;  Durata versione trial 60 gg <br><br>ULTERIORI SPECIFICHE<br>CD per installazione S&igrave;  Partner Program S&igrave;  <br><br>Altro I sistemi operativi OEM contengono il cd o dvd di istallazione.</p>";"20";"http://www.entropic.it/Public/foto/windows_7_fqc-00738.jpg"
"Informatica";"SOFTWARE";"SISTEMI OPER. DESKTOP";"FQC-00773";"SOFTWARE WINDOWS 7 PROFESSIONAL 64 Bit ITA OEM";"Disponibile";"MICROSOFT";"116,50";"1";"<p>Tutto quello che ti serve in ufficio e a casa Windows 7 Professional include le funzionalit&agrave; della versione Home Premium che apprezzi quando sei a casa, e le funzionalit&agrave; aziendali che ti servono in ufficio. Puoi connetterti alle reti aziendali in modo pi&ugrave; semplice e sicuro e condividere i file tra i vari computer di casa. Puoi anche eseguire molti programmi di produttivit&agrave; di Windows XP con Windows XP Mode e ripristinare facilmente i dati con i backup automatici dei file sulla rete domestica o aziendale. Esistono 2 tipi di versioni differenti con codici prodotto diversi,una a 32 bit e una a 64 bit. <br><br><br>REQUISITI MINIMI<br>Produttore processore qualsiasi  Tecnologia processore qualsiasi  <br>Velocit&agrave; di clock  1 GHz Bit  32 Bit <br>RAM (32 bit) 1 Gb RAM (64 bit) 2 Gb <br>Spazio libero su Disco (32 bit) 16.240 Mb Spazio libero su Disco (64 bit) 20.480 Mb <br>Connessione internet S&igrave;  Browser  qualsiasi  <br>Lettore ottico CD-ROM  <br>Altre informazioni Per la creazione di DVD/CD &egrave; necessaria un'unit&agrave; ottica compatibile. Sono disponibili codici a 32 bit e codici a 64 bit separatamente.  <br><br>Connessioni nessuna      <br><br>FUNZIONALIT&Agrave; GENERALI<br>Multilingua - MUI No  Versioni precedenti WINDOWS VISTA  <br>Kernel NT 6.1  Architettura (32 bit) S&igrave;  <br>Architettura (64 bit) S&igrave;  supporta touch screen S&igrave;  <br>Windows Media Center S&igrave;  Aggiunta al dominio No  <br>XP Mode S&igrave;      <br>FUNZIONALIT&Agrave; GENERALI<br>Centro Backup e ripristino (rete domestica o aziendale) S&igrave;  Centro Backup e ripristino Avanzato (altri pc) S&igrave;  <br>Crittografia dei file (Bitlocker)  No      <br><br>CUSTOMER SERVICE<br>Supporto Gratuito S&igrave;  Supporto a pagamento S&igrave;  <br>Forum S&igrave;  Telefono gratuito S&igrave;  <br>Telefono a pagamento S&igrave;  e-mail  S&igrave;  <br><br>Altre informazioni Servizio Clienti Microsoft Attivo dalle ore 9.00 alle 19.00 da luned&igrave; a venerd&igrave;. . Telefono -               02 70 398 398         02 70 398 398. Fax - 02 7039 2020 Il supporto a pagamento &egrave; incluso nel prezzo della Software Assurance.  <br><br>TRAINING<br><br>corsi tecnici via web S&igrave;  certificazioni via web S&igrave;  <br><br>Altre informazioni Dalla sezione &quot;Eventi e formazione&quot;, del sito web Microsoft.it, si trova l'elenco dei corsi on line e le linee guida per accedere ai corsi di certificazione. Questi ultimi sono gestiti dai centri Prometric.  <br><br>TRIAL<br><br>Versione trial S&igrave;  Durata versione trial 60 gg <br><br>ULTERIORI SPECIFICHE<br>CD per installazione S&igrave;  Partner Program S&igrave;  <br><br>Altro I sistemi operativi OEM contengono il cd o dvd di istallazione.</p>";"20";"http://www.entropic.it/Public/foto/windows_7_64bit_fqc-00773.jpg"
"Informatica";"SOFTWARE";"SISTEMI OPER. DESKTOP";"GFC-00572";"SOFTWARE WINDOWS 7 HOME PREMIUM 32 Bit ITA";"Disponibile";"MICROSOFT";"75,92";"1";"<p>Windows 7 &egrave; facile, veloce e affascinante. Grazie a strumenti estremamente efficienti per trovare e gestire i file, come le Jump List e le anteprime della barra delle applicazioni ulteriormente migliorate, riuscirai a lavorare meglio e pi&ugrave; velocemente. Poter contare su prestazioni veloci e affidabili significa avere a disposizione un PC che lavora proprio come ti serve. Funzionalit&agrave; quali Windows Media Center e Windows Touch rendono possibile l'impossibile. Vieni a conoscere Windows 7: scoprirai che riesce a semplificare praticamente tutte le tue attivit&agrave; al PC. Con Windows 7 Home Premium, creare una rete domestica e condividere foto, video e musica diventa un gioco da ragazzi. Puoi persino guardare, mettere in pausa, riavvolgere e registrare i programmi TV. L'esperienza multimediale sul tuo PC &egrave; davvero unica con Windows 7 Home Premium.<br><br>Scheda Tecnica:<br><br><br>Windows 7 Home Premium: la migliore esperienza di intrattenimento direttamente sul PC. Con Windows 7 Home Premium &egrave; pi&ugrave; facile creare una rete domestica e condividere le tue foto, i tuoi filmati e la tua musica. Inoltre puoi guardare la TV, sospendere e registrare programmi televisivi con Windows Media Center. Original Equipment Manufacturer (OEM) Attraverso la licenza OEM Windows 7 viene offerto all'utente finale preinstallato sul PC. La licenza OEM non pu&ograve; essere trasferita su un PC diverso da quello su cui viene preinstallata. <br>Le edizioni di Windows 7 acquistabili tramite la modalit&agrave; OEM sono: <br>Windows 7 Starter, <br>Windows 7 Home Premium, <br>Windows 7 Professional,<br>Windows 7 Ultimate. <br><br>Per avvalersi del servizio di supporto tecnico Microsoft telefonare al numero 02/70.398.398.</p>";"20";"http://www.entropic.it/Public/foto/software_win_h_prem.jpg"
