Settore;Categoria;Tipologia;Gruppo;Ean;Codice;Descrizione1;DescrizioneLunga;Marca;Peso;Giacenza;Prezzo;Disponibilita;Link;UrlImg;UrlImgBig;SpeseSpedizione;Comparatore
"Informatica";"MATERIALE DI CONSUMO";"Cartucce INK-JET originali";"";"883585764006";"CC656AE#ABE";"CARTUCCIA HP ORIGINALE TRI-COLOUR OFFICEJET 901 CC656ae";"Le cartucce d'inchiostro HP Officejet 901 in tricromia  stampano convenienti documenti a colori di alta qualit&agrave; a un costo inferiore alle laser con l'inchiostro HP Officejet. Stampa professionale e affidabile di grafica a colori e di foto dettagliate.RESA IN PAGINE(BIANCO E NERO):360PGMODELLI SUI QUALI &Egrave; UTILIZZABILE QUESTO ARTICOLO  HP OFFICEJET J4580   HP OFFICEJET J4580 - CB780ABEL  SPECIFICHE TECNICHEtipologia Cartuccia  colore di stampa Multicolor (colore)  tecnologia di stampa ink jet  resa media 360 pagine CONFEZIONEpezzi 1 nr tipo imballo Standard  DIMENSIONI CON IMBALLOLato A 3 cm Lato B 11 cm Lato C 6 cm";"HP";"0.5";"0";"13.15";"Non Disponibile";"http://server2/articolo.aspx?id=12431&comparatore=PGSYSTEM";"http://server2/Public/foto/_cartuccia hp cc656ae.jpg";"http://server2/Public/foto/cartuccia hp cc656ae.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Cartucce INK-JET originali";"";"0734646878999";"0734646878999";"CARTUCCIA ORIGINALE LEXMARK NERO n°17 Z25 Z35 Z13";"CART.INKJET MODERATE USE NERA PER Z25, Z35, Z13, Z23, Z33 MODELLI SUI QUALI E´ UTILIZZABILE QUESTO ARTICOLO  X1190 - 17M1501   X1250 ALL-IN-ONE PRINT CENTER - 17M4503   X1270 ALL-IN-ONE PRINT CENTER - 17M4003   X2250 - 80D1576   Z517 - 18K5701   Z617 - 18K6701   Z640 COLOR JET PRINTER - 18K6553";"LEXMARK";"0.2";"0";"14.13";"Non Disponibile";"http://server2/articolo.aspx?id=10296&comparatore=PGSYSTEM";"http://server2/Public/foto/_cartuccia lexmark 17 nero.jpg";"http://server2/Public/foto/cartuccia lexmark 17 nero.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Cartucce INK-JET originali";"";"0734646957656";"0734646957656";"CARTUCCIA ORIGINALE LEXMARK COLORE 33 0018C0033E";"Cartuccia COLORE &quot;Moderate Use&quot; MODELLI SUI QUALI E´ UTILIZZABILE QUESTO ARTICOLO  P915 - 80D2625   X3330 - 23A1303   X5470 ALL-IN-ONE - 0022N0024   X8350 A.I.O. - 0021M0022  P315/X5250/Z815 (018C0033E)";"LEXMARK";"0.2";"0";"15.51";"Non Disponibile";"http://server2/articolo.aspx?id=10616&comparatore=PGSYSTEM";"http://server2/Public/foto/_cartuccia lexmark 33 18c0033e.jpg";"http://server2/Public/foto/cartuccia lexmark 33 18c0033e.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Cartucce INK-JET originali";"";"10N0016";"10N0016";"CARTUCCIA ORIGINALE LEXMARK NERO N°16 NERA Z33 10N0016";"DESCRIZIONE ESTESA:CART.NERA X Z33/Z23E/Z13 MODELLI SUI QUALI E´UTILIZZABILE QUESTO ARTICOLO =&gt;&gt;Z601 + KIT AFTERBURNER    =&gt;&gt;Z601 + KIT AVERY    X74 MFP INK-JET    X74 MFP INK-JET    X75 COLOR JET all in one    Z23E COLOR JETPRINTER    Z24 COLOR JET PRINTER    Z25 BUNDLE KIT DESKTOP LOGITECH    Z25 COLOR JET 9PPM    Z33 COLOR JETPRINTER    Z34 COLOR JET 11-PMM    Z35 COLOR JET 11-PMM    Z601 COLOR JETPRINTER    Z602 + PISTA AUTO    Z602 COLOR JETPRINTER    Z605 COLOR JETPRINTER";"LEXMARK";"0.3";"0";"19.90";"Non Disponibile";"http://server2/articolo.aspx?id=9795&comparatore=PGSYSTEM";"http://server2/Public/foto/_cartuccia lexmark nera 10n0016.jpg";"http://server2/Public/foto/cartuccia lexmark nera 10n0016.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Cartucce INK-JET originali";"";"10N0217";"10N0217";"CARTUCCIA ORIGINALE LEXMARK NERO 17 CONF. 2PZ";"CART.INKJET MODERATE USE NERO PER Z25, Z35, Z13, Z23, Z33 N. 17 MODELLI SUI QUALI E´ UTILIZZABILE QUESTO ARTICOLO  X1190 - 17M1501   X1250 ALL-IN-ONE PRINT CENTER - 17M4503   X1270 ALL-IN-ONE PRINT CENTER - 17M4003   X2250 - 80D1576   Z517 - 18K5701   Z617 - 18K6701   Z640 COLOR JET PRINTER - 18K6553";"LEXMARK";"0.2";"0";"22.50";"Non Disponibile";"http://server2/articolo.aspx?id=10295&comparatore=PGSYSTEM";"http://server2/Public/foto/_cartuccia lexmark n17.jpg";"http://server2/Public/foto/cartuccia lexmark n17.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Cartucce INK-JET originali";"";"10N0227";"10N0227";"CARTUCCIA ORIGINALE LEXMARK COLORE 27 Z25 Z35 Z13 X1155";"CART.INKJET MODERATE USE COLORE PER Z25, Z35, Z13, Z23, Z33 N. 27 MODELLI SUI QUALI E´ UTILIZZABILE QUESTO ARTICOLO  X1250 - 17M4503   X1270 - 17M4003   Z640 - 18K6553";"LEXMARK";"0.5";"0";"13.40";"Non Disponibile";"http://server2/articolo.aspx?id=10880&comparatore=PGSYSTEM";"http://server2/Public/foto/_cartuccia lexmark n 27.jpg";"http://server2/Public/foto/cartuccia lexmark n 27.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Cartucce INK-JET originali";"";"18C0031E";"18C0031E";"CARTUCCIA ORIGINALE LEXMARK COLORE N°31 NERA P310 18C0031E";"SERIE P6200, SERIE P310 E SERIE AIO X7100 - RESA 475 MODELLI SUI QUALI E´ UTILIZZABILE QUESTO ARTICOLO  P4350   P6250   P915   P915   X2500 - 0021A0502   X2550 - 0021A0003   X3330   X3330 +STOLEN DVD GAME PS2   X3330 ALL-IN-ONE+COLIN MCRAE 3   x3550 - 001410023   X4550 - 001410623   X5250   X5250+ PALMONE ZIRE 31   X5470   X5470 AIO + STARTER KIT   X5470 BUSINESS EDITION   X5490 - 0080D2937   X7170   X7170   X7350   X8350   Z1300 - 0020A0003   Z1320 - 0020A0903   Z815   Z815 COLOR JETPRINTER   Z815 COLOR JETPRINTER PROMO DVD   Z845";"LEXMARK";"0.5";"0";"17.65";"Non Disponibile";"http://server2/articolo.aspx?id=11461&comparatore=PGSYSTEM";"http://server2/Public/foto/_cartuccia lexmark n 34.bmp";"http://server2/Public/foto/cartuccia lexmark n 34.bmp";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Cartucce INK-JET originali";"";"18C0034E";"18C0034E";"CARTUCCIA ORIGINALE LEXMARK NERO N°34 NERA P310 18C0034E";"SERIE P6200, SERIE P310 E SERIE AIO X7100 - RESA 475 MODELLI SUI QUALI E´ UTILIZZABILE QUESTO ARTICOLO  P4350   P6250   P915   P915   X2500 - 0021A0502   X2550 - 0021A0003   X3330   X3330 +STOLEN DVD GAME PS2   X3330 ALL-IN-ONE+COLIN MCRAE 3   x3550 - 001410023   X4550 - 001410623   X5250   X5250+ PALMONE ZIRE 31   X5470   X5470 AIO + STARTER KIT   X5470 BUSINESS EDITION   X5490 - 0080D2937   X7170   X7170   X7350   X8350   Z1300 - 0020A0003   Z1320 - 0020A0903   Z815   Z815 COLOR JETPRINTER   Z815 COLOR JETPRINTER PROMO DVD   Z845";"LEXMARK";"0.5";"0";"14.70";"Non Disponibile";"http://server2/articolo.aspx?id=11460&comparatore=PGSYSTEM";"http://server2/Public/foto/_cartuccia lexmark n 34.bmp";"http://server2/Public/foto/cartuccia lexmark n 34.bmp";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Cartucce INK-JET originali";"";"734646132596";"734646132596";"CARTUCCIA ORIGINALE LEXMARK COLORE NERA 13400HC";"CART INK NERO STANDARD 3000,1000,2030,2050,2055,4076,1100,1020,";"LEXMARK";"0.3";"0";"20.50";"Non Disponibile";"http://server2/articolo.aspx?id=11643&comparatore=PGSYSTEM";"http://server2/Public/foto/_cartuccia lxmark 13400hc.jpg";"http://server2/Public/foto/cartuccia lxmark 13400hc.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Cartucce INK-JET originali";"";"LEXMARK 13619HC";"LEXMARK 13619HC";"CARTUCCIA ORIGINALE LEXMARK NERO 13619HC";"Mod. 13619HC Per i seguenti modelli:LEXMARK SERIE 1000/2000/3000 SAMSUNG SF3100P/4100/4120/4200/4220";"LEXMARK";"0.1";"0";"22.05";"Non Disponibile";"http://server2/articolo.aspx?id=9796&comparatore=PGSYSTEM";"http://server2/Public/foto/_cartuccia lexmark 13619hc.jpg";"http://server2/Public/foto/cartuccia lexmark 13619hc.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Cartucce INK-JET originali";"";"8803821551063  ";"INK-M40/ELS";"CARTUCCIA SAMSUNG ORIGINALE NERA TEL-FAX SAMSUNG SF-330/335T SF-340 INK-M40/ELS";"CARTUCCIA SF-330 / SF-335T / SF-340 / SF-345TP / 3200P / SF-360 / SF-365TP (750 pagine) (1 pezzo)  MODELLI SUI QUALI &Egrave; UTILIZZABILE QUESTO ARTICOLO  SF-330   SF-335T   SF-340   SF-345 TP   SF-360   SF-365 TP  ALTRI MODELLI   SF 3200P    SF 330    SF 331P    SF 335T    SF 340    SF 345TP";"SAMSUNG";"0.3";"0";"27.50";"Non Disponibile";"http://server2/articolo.aspx?id=12261&comparatore=PGSYSTEM";"http://server2/Public/foto/_cartuccia samsung sing ink-m40.jpg";"http://server2/Public/foto/cartuccia samsung sing ink-m40.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Cartucce INK-JET originali";"";"ink-m40v/els";"ink-m40v/els";"CARTUCCIA SAMSUNG ORIGINALE NERA TEL-FAX SAMSUNG SF-330/335T SF-340 CONF. 2PZ INKM40";"KIT COMPOSTO DA 2 CARTUCCE INKM40ROW (750 PAG. CAD) PER SF-330/SF-335T/SF-340/SF-345TP/SF-360/SF-365TP";"SAMSUNG";"2";"0";"42.00";"Non Disponibile";"http://server2/articolo.aspx?id=11361&comparatore=PGSYSTEM";"http://server2/Public/foto/_cartuccie samsung fax ink-m40vx 2pz.jpg";"http://server2/Public/foto/cartuccie samsung fax ink-m40vx 2pz.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Cartucce INK-JET originali";"";"INK-M41/ELS";"INK-M41/ELS";"CARTUCCIA SAMSUNG ORIGINALE NERA TEL-FAX SAMSUNG SF-370/375TP INKM41";"CARTUCCIA SF-370 / SF-375TP (750 PAGINE) (1 PZ) MODELLI SUI QUALI &Egrave; UTILIZZABILE QUESTO ARTICOLO  sf-370 - SF-370   SF-375TP - SF-375TP";"SAMSUNG";"0.8";"0";"27.60";"Non Disponibile";"http://server2/articolo.aspx?id=12285&comparatore=PGSYSTEM";"http://server2/Public/foto/_cartucce samsung m41.jpg";"http://server2/Public/foto/cartucce samsung m41.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Cartucce INK-JET originali";"";"XEROX 8R7660";"XEROX 8R7660";"CARTUCCIA XEROX 8R7660 3000, 4003, 4004, HOMECENTRE, XPRINT J5 XJ4C, XJ6C 150, 250, 450C";"Xerox Model 8R7660 Black Ink CartridgeCompatible Xerox models:3000, 4003, 4004, HomeCentre, XPrint J5DocuPrint: XJ4C, XJ6CWorkCentre: 150, 250, 450c, 450cpItem # 8R7660  Manufacturer #   manufacturer Xerox model name 8R7660 color black quantity 1 print technology inkjet maximum yield 275 pages type ink cartridge remanufactured no minority vendor n/a";"XEROX";"0.2";"1";"10.41";"Disponibile";"http://server2/articolo.aspx?id=9846&comparatore=PGSYSTEM";"http://server2/Public/foto/_cartuccia xerox 8r7660.jpg";"http://server2/Public/foto/cartuccia xerox 8r7660.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER compatibili";"";"BROTN2120RIC";"BROTN2120RIC";"TONER BROTHER COMPATIBILE TN-2120/TN-2110 HL2140 DCP-7320 DCP-7420 RICOSTRUITO";"TN-2110 TN-2120 TN2110 TN2120I nostri toner sono qualitativamente eccellenti, prodotti con nuovi componenti per garantire stampe di ottima qualit&agrave;. Garantiamo, il risultato della stampa esattamente come l''originale.Polveri di elevata qualit&agrave;, inoltre, garantiscono una buona robustezza e durata della tua stampante.Rispettando le normative ambientali e tutte le certificazioni ISO, offriamo ai nostri clienti toner di qualit&agrave; risparmiando fino dal 50% al 70% rispetto ai prezzi degli originali. Disponibili per tantissimi modelli di stampanti.QUESTO ARTICOLO PUO' ESSERE UTILIZZATO CON:HL-2140, HL-2150N, HL-2170W, HL-5240, HL-5250DN, HL-5250DNT, HL-5270, HL-5280DW.MFC-7440N, MFC-7840W, MFC-8460N, MFC-8860N.DCP-7030, MFC-7320, DCP-7045N, DCP-7420. Capacit&agrave;: 2.600 pagine";"BROTHER";"3";"5";"17.00";"Disponibile";"http://server2/articolo.aspx?id=13622&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner_btother-tn2120.jpg";"http://server2/Public/foto/toner_btother-tn2120.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER compatibili";"";"0264B002/706-COMP";"0264B002/706-COMP";"TONER STAMPANTE CANON 706 LASERJET PER MF6530/MF6540/MF6550/MF6560 (5.000PG) RICOSTRUITO";"Toner compatibile rigenerato per Canon: MF 6530, MF 6540, MF 6550, MF 6560, MF 6580 codice OEM: 0264B002 / 706 durata  5.000 pag. al 5% di copertura.Toner rigenerato di alta qualit&agrave;: stessa durata e resa cromatica del toner originale.- Toner Rigenerato Nero.- Codice riferimento prodotto originale 0264B002 706- Numero pagine stampate: Fino a 5000 al 5% di copertura- Prodotto inscatolato e sigillato.- Prodotto non originale.Compatibile con le seguenti stampanti:I-Sensys MF 6530I-Sensys MF 6540 PLI-Sensys MF 6550I-Sensys MF 6560 PLI-Sensys MF 6580 PLImageclass MF 6530Imageclass MF 6540Imageclass MF 6540 PLImageclass MF 6550Imageclass MF 6560Imageclass MF 6560 PLImageclass MF 6580Imageclass MF 6580 PLImageclass MF 6590Imageclass MF 6595Imageclass MF 6595 CXLaserBase MF-6530LaserBase MF-6540 PLLaserBase MF-6550LaserBase MF-6560 PLLaserBase MF-6580 PLSmartBase MF 6540 PLSmartBase MF 6550";"CANON";"3";"1";"22.00";"Disponibile";"http://server2/articolo.aspx?id=13942&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner_canon_comp_706.jpg";"http://server2/Public/foto/toner_canon_comp_706.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER compatibili";"";"CANFX10RIC";"CANFX10RIC";"TONER CANON COMPATIBILE FX9 FX10 C104 L100 MF4150 RICOSTRUITO";"TONER COMPATIBILE HP PER STAMPANTI LASERJET FX9 FX10 C104 SERIE Canon: Fax L75, Fax L100 , Fax L120 , Fax L140 , Fax L160 , Faxphone L120 , Faxphone L90 , I-Sensys Fax L100 , I-Sensys Fax L120 , I-Sensys Fax L140 , I-Sensys Fax L160 , I-Sensys MF 4010 , I-Sensys MF 4110 , I-Sensys MF 4120 , I-Sensys MF 4140 , I-Sensys MF 4150 , I-Sensys MF 4270 , I-Sensys MF 4320 D , I-Sensys MF 4330 D , I-Sensys MF 4340 D , I-Sensys MF 4350 D , I-Sensys MF 4370 DN , I-Sensys MF 4380 DN , I-Sensys MF 4660 PL , I-Sensys MF 4690 PL , Imageclass D480 , Imageclass MF 4150 , Imageclass MF 4270 , Imageclass MF 4350 D , Imageclass MF 4370 DN , Imageclass MF 4690I nostri toner sono garantiti, sono consumabili di qualit&agrave; e certificate. Garantiamo il massimo dell'affidabilit&agrave;. Resa in pagine di circa 2.000 pagine, il toner compatibile Canon &egrave; ad alta qualit&agrave;. I Toner sono sottoposti a controlli rigidi, le parti non funzionanti vengono sostituite per essere avviate alla ricarica del serbatoio. Grazie a questo procedimento il Toner rigenerato rispetto a quello originale, oltre a mantenere un ottima qualit&agrave; di stampa, permette di risparmiare anche oltre il 50%.MODELLI SUI QUALI &Egrave; UTILIZZABILE QUESTO ARTICOLO:STAMPANTI COMPATIBILI Fax L75Fax L100Fax L120Fax L140Fax L160Faxphone L120Faxphone L90I-Sensys Fax L100I-Sensys Fax L120I-Sensys Fax L140I-Sensys Fax L160I-Sensys MF 4010I-Sensys MF 4110I-Sensys MF 4120I-Sensys MF 4140I-Sensys MF 4150I-Sensys MF 4270I-Sensys MF 4320 DI-Sensys MF 4330 DI-Sensys MF 4340 DI-Sensys MF 4350 DI-Sensys MF 4370 DNI-Sensys MF 4380 DNI-Sensys MF 4660 PLI-Sensys MF 4690 PLImageclass D480Imageclass MF 4150Imageclass MF 4270Imageclass MF 4350 DImageclass MF 4370 DNImageclass MF 4690";"CANON";"3";"4";"15.00";"Disponibile";"http://server2/articolo.aspx?id=13872&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner_comp_canon_fx10.jpg";"http://server2/Public/foto/toner_comp_canon_fx10.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER compatibili";"";"S050087";"EPSON COMP. S050087";"TONER COMPATIBILE STAMPANTE EPSON S050087 EPL-5900/5900L 6100/6100L 6200/6200L RICOSTRUITO";"DESCRIZIONE ESTESA:Developer cartridge. Durata 6.000 pagine (5% di copertura, A4, stampa continua) MODELLI SUI QUALI E´UTILIZZABILE QUESTO ARTICOLO EPL-5900 EPL-5900L EPL-5900N EPL-5900PS EPL-6100 EPL-6100L EPL-6100N EPL-6100PSEPL-6200 EPL-6200L";"EPSON";"3";"0";"19.90";"Non Disponibile";"http://server2/articolo.aspx?id=9770&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner epson s050010.jpg";"http://server2/Public/foto/toner epson s050010.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER compatibili";"";"S050010";"EPSON COMP.S050010";"TONER COMPATIBILE STAMPANTE EPSON S050010 EPL-5700/5800 RICOSTRUITO";"EPL-5700/5800 COMPATIBILE/RIGENERATO COD. S050010";"EPSON";"3";"1";"18.50";"Disponibile";"http://server2/articolo.aspx?id=9771&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner epson s050010.jpg";"http://server2/Public/foto/toner epson s050010.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER compatibili";"";"CE505A/COMP";"CE505A/COMP";"TONER HP COMPATIBILE CE505A SERIE P2050 P2055 2.300 PAGINE RICOSTRUITO";"TONER COMPATIBILE HP CE505X CE 505X 505 X(6500 PAGINE)LaserJet P2055d, LaserJet P2055dn  LaserJet P 2055d, LaserJet P 2055dnLaserJet P2055d, LaserJet P2055 dn, Cartuccia Toner Compatibile per stampanti HP C_CE505X Black Nero I nostri toner sono garantiti, sono consumabili di qualit&agrave; e certificate. Garantiamo il massimo dell'affidabilit&agrave;. Resa in pagine di circa 6.500 pagine, il toner compatibile Hp &egrave; ad alta qualit&agrave;. I Toner sono sottoposti a controlli rigidi, le parti non funzionanti vengono sostituite per essere avviate alla ricarica del serbatoio. Grazie a questo procedimento il Toner rigenerato rispetto a quello originale, oltre a mantenere un ottima qualit&agrave; di stampa, permette di risparmiare anche oltre il 50%.MODELLI SUI QUALI &Egrave; UTILIZZABILE QUESTO ARTICOLO:HP Laserjet P 2050 Series HP Laserjet P 2053 D HP Laserjet P 2053 DN HP Laserjet P 2053 X HP Laserjet P 2054 D HP Laserjet P 2054 DN HP Laserjet P 2054 X HP Laserjet P 2055 HP Laserjet P 2055 D HP Laserjet P 2055 DN HP Laserjet P 2055 DTN HP Laserjet P 2055 X HP Laserjet P 2056 D HP Laserjet P 2056 DN HP Laserjet P 2056 X HP Laserjet P 2057 D HP Laserjet P 2057 DN HP Laserjet P 2057 X";"HP";"4";"0";"22.50";"Non Disponibile";"http://server2/articolo.aspx?id=13910&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner_comp_hp_ce505x.jpg";"http://server2/Public/foto/toner_comp_hp_ce505x.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER compatibili";"";"CE505X/COMP";"CE505X/COMP";"TONER HP COMPATIBILE CE505X ALTA CAPACITA' SERIE P2050 P2055 6.500 PAGINE RICOSTRUITO";"TONER COMPATIBILE HP CE505X CE 505X 505 X(6500 PAGINE)LaserJet P2055d, LaserJet P2055dn  LaserJet P 2055d, LaserJet P 2055dnLaserJet P2055d, LaserJet P2055 dn, Cartuccia Toner Compatibile per stampanti HP C_CE505X Black Nero I nostri toner sono garantiti, sono consumabili di qualit&agrave; e certificate. Garantiamo il massimo dell'affidabilit&agrave;. Resa in pagine di circa 6.500 pagine, il toner compatibile Hp &egrave; ad alta qualit&agrave;. I Toner sono sottoposti a controlli rigidi, le parti non funzionanti vengono sostituite per essere avviate alla ricarica del serbatoio. Grazie a questo procedimento il Toner rigenerato rispetto a quello originale, oltre a mantenere un ottima qualit&agrave; di stampa, permette di risparmiare anche oltre il 50%.MODELLI SUI QUALI &Egrave; UTILIZZABILE QUESTO ARTICOLO:HP Laserjet P 2050 Series HP Laserjet P 2053 D HP Laserjet P 2053 DN HP Laserjet P 2053 X HP Laserjet P 2054 D HP Laserjet P 2054 DN HP Laserjet P 2054 X HP Laserjet P 2055 HP Laserjet P 2055 D HP Laserjet P 2055 DN HP Laserjet P 2055 DTN HP Laserjet P 2055 X HP Laserjet P 2056 D HP Laserjet P 2056 DN HP Laserjet P 2056 X HP Laserjet P 2057 D HP Laserjet P 2057 DN HP Laserjet P 2057 X";"HP";"4";"0";"26.50";"Non Disponibile";"http://server2/articolo.aspx?id=13909&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner_comp_hp_ce505x.jpg";"http://server2/Public/foto/toner_comp_hp_ce505x.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER compatibili";"";"Q2612A/COMP";"Q2612A/COMP";"TONER HP COMPATIBILE Q2612a SERIE LJ1010/1012/1015/3020 LBP-2900 RICOSTRUITO";"TONER COMPATIBILE  HP PER STAMPANTI LASERJET SERIE Canon: LBP 2900, LBP 2900B, LBP 3000  HP: M1005 MFP, 1010, 1012, 1015, 1018, 1020, 1022, 1022N, 1022NW, M 1319 F, 3015, 3020, 3030, 3050 AIO, 3052 AIO, 3055 AIO.I nostri toner sono garantiti, sono consumabili di qualit&agrave; e certificate. Garantiamo il massimo dell'affidabilit&agrave;. Resa in pagine di circa 2.000 pagine, il toner compatibile Hp &egrave; ad alta qualit&agrave;. I Toner sono sottoposti a controlli rigidi, le parti non funzionanti vengono sostituite per essere avviate alla ricarica del serbatoio. Grazie a questo procedimento il Toner rigenerato rispetto a quello originale, oltre a mantenere un ottima qualit&agrave; di stampa, permette di risparmiare anche oltre il 50%.      MODELLI SUI QUALI &Egrave; UTILIZZABILE QUESTO ARTICOLO:   HP: HP LASERJET 1010   HP LASERJET 1012   HP LASERJET 1015   HP LASERJET 1015 + JETDIRECT BT1300   HP LASERJET 1018   HP LASERJET 1020   HP LASERJET 1022   HP LASERJET 1022N   HP LASERJET 1022NW   HP LASERJET 3015 ALL IN ONE   HP LASERJET 3020 ALL IN ONE   HP LASERJET 3030 ALL IN ONE   HP LASERJET 3050 ALL IN ONE   HP LASERJET 3052 ALL IN ONE   HP LASERJET 3055 ALL IN ONE   HP LASERJET M1005 MFP   HP LASERJET M1319F All-In-One - CB536A  CANON: LBP 2900 LBP 2900B LBP 3000";"HP";"3";"2";"12.50";"Disponibile";"http://server2/articolo.aspx?id=12462&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner hp comp q2612a.gif";"http://server2/Public/foto/toner hp comp q2612a.gif";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER compatibili";"";"HPC4092ARIC";"TONER HPC4092A COMP";"TONER STAMPANTE CANON-HP C4092A EP22 LASERJET 1100/3200 CANON LBP 800/810 RICOSTRUITO";"C4092A EP22 C-4092A EP-22 Toner Ricostruito NeroToner rigenerato di alta qualit&agrave;: stessa durata e resa cromatica del toner originale.- Toner Rigenerato Nero.- Codice riferimento prodotto originale C4092A EP-22- Numero pagine stampate: Fino a 2500.- Prodotto inscatolato e sigillato.- Prodotto non originale.       Compatibile con:Canon LBP 1110Canon LBP 1110SECanon LBP 1120Canon LBP 250Canon LBP 350Canon LBP 800Canon LBP 810Hp LaserJet 1100Hp LaserJet 1100AHp LaserJet 1100A SEHp LaserJet 1100A XIHp LaserJet 1100SEHp LaserJet 1100XIHp LaserJet 3200Hp LaserJet 3200MHp LaserJet 3200SE";"HP";"3";"2";"15.00";"Disponibile";"http://server2/articolo.aspx?id=9836&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner hp c4092a.jpg";"http://server2/Public/foto/toner hp c4092a.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER compatibili";"";"SAM300CRIC";"CLP-C300A/COMP";"TONER COMPATIBILE SAMSUNG CLP-300 CLX-2160 CLX-3160 CIANO RICOSTRUITO";"CLP300/CLP300N/CLX-3160FN/CLX-2160/CLX-2160FN ( 1.000 PAGINE)I nostri toner sono qualitativamente eccellenti, prodotti con nuovi componenti per garantire stampe di ottima qualit&agrave;. Garantiamo, il risultato della stampa esattamente come l''originale.Polveri di elevata qualit&agrave;, inoltre, garantiscono una buona robustezza e durata della tua stampante.Rispettando le normative ambientali e tutte le certificazioni ISO, offriamo ai nostri clienti toner di qualit&agrave; risparmiando fino dal 50% al 70% rispetto ai prezzi degli originali. Disponibili per tantissimi modelli di stampanti.QUESTO ARTICOLO PUO' ESSERE UTILIZZATO CON:SAMSUNG CLP 300SAMSUNG CLP 300NSAMSUNG CLX 2160SAMSUNG CLX 2160NSAMSUNG CLX 3160FNSAMSUNG CLX 3160N";"SAMSUNG";"1";"-1";"7.08";"Non Disponibile";"http://server2/articolo.aspx?id=11446&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner comp samsung clp300.jpg";"http://server2/Public/foto/toner comp samsung clp300.jpg";"7.50";#Comparatore#
"Informatica";"MATERIALE DI CONSUMO";"Toner LASER compatibili";"";"SAM300BKRIC";"CLP-K300A/COMP";"TONER COMPATIBILE SAMSUNG CLP-300 CLX-2160 CLX-3160 NERO RICOSTRUITO";"CLP300/300N/CLX-3160FN/CLX-2160/CLX-2160FN ( 2.000 PAGINE)I nostri toner sono qualitativamente eccellenti, prodotti con nuovi componenti per garantire stampe di ottima qualit&agrave;. Garantiamo, il risultato della stampa esattamente come l''originale.Polveri di elevata qualit&agrave;, inoltre, garantiscono una buona robustezza e durata della tua stampante.Rispettando le normative ambientali e tutte le certificazioni ISO, offriamo ai nostri clienti toner di qualit&agrave; risparmiando fino dal 50% al 70% rispetto ai prezzi degli originali. Disponibili per tantissimi modelli di stampanti.QUESTO ARTICOLO PUO' ESSERE UTILIZZATO CON:SAMSUNG CLP 300SAMSUNG CLP 300NSAMSUNG CLX 2160SAMSUNG CLX 2160NSAMSUNG CLX 3160FNSAMSUNG CLX 3160N";"SAMSUNG";"1";"0";"7.40";"Non Disponibile";"http://server2/articolo.aspx?id=11443&comparatore=PGSYSTEM";"http://server2/Public/foto/_toner comp samsung clp300.jpg";"http://server2/Public/foto/toner comp samsung clp300.jpg";"7.50";#Comparatore#
